Unnamed: 0.1,Unnamed: 0,Rodada,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away,HomeTeam,AwayTeam,HS,AS,HST,AST,B365H,B365D,B365A
62,62,Regular season,7.0,seg,2021-09-27,21:15,Boavista,1.6,0.8,Estoril,2094,Estádio do Bessa Século XXI,Miguel Nogueira,/pt/partidas/28868f1e/Boavista-Estoril-2021Setembro27-Primeira-Liga,1,1,3-4-3,4-2-3-1,15.0,12.0,2.0,13.0,9.0,34.0,446.0,644.0,15.0,28.0,13.0,7.0,32.0,8.0,0.0,8.0,6.0,8.0,72.0,43.0,3.0,0.0,0.0,2.0,0.0,0.0,Alireza Beiranvand,Javi García,Kenji Gorré,Gustavo Sauer,Petar Musa,Filipe Ferreira,Jackson Porozo,Nathan,Sebastián Pérez Cardona,Rodrigo Abascal,Gaius Makouta,Rafael Bracalli,Marcelo Djaló,Tiago Ilori,Yusupha Njie,Tomás Reymão,Ilija Vukotić,Paul-Georges Ntep,Tiago Fonseca Morais,Daniel Leite,Carles Soria,Lucas Áfrico,Francisco Geraldes,Chiquinho,Arthur,Rui Fonte,João Gamboa,Joãozinho,Loreintz Rosier,Patrick,Mosquito,André Clóvis,André Franco,Leonardo Ruíz,Bruno Lourenço,David Bruno,Nahuel Ferraresi,Romário Baró,Boavista,Estoril,9.0,9.0,3.0,1.0,2.62,3.1,2.75
63,63,Regular season,8.0,sex,2021-10-01,19:00,Maritimo,0.3,1.1,Moreirense,1872,Estádio dos Barreiros,Hugo Coelho,/pt/partidas/893d6e4b/Maritimo-Moreirense-2021Outubro1-Primeira-Liga,0,0,4-2-3-1,4-2-3-1,19.0,21.0,3.0,7.0,14.0,21.0,621.0,453.0,21.0,22.0,9.0,12.0,31.0,11.0,0.0,1.0,6.0,9.0,36.0,68.0,5.0,0.0,0.0,3.0,0.0,0.0,João Miguel Macedo Silva,Cláudio Winck,Zainadine Júnior,André Vidigal,Rafik Guitane,Iván Rossi,Xadas,Ricardinho,Fábio China,Pedro Pelágio,Léo Andrade,Pedro Teixeira,Ali Alipour,Edgar Costa,Jorge Sáenz,Rúben Macedo,Clésio Baúque,Rodrigo Andrad,Henrique,Kewin,Lazar Rosić,Abdu Conté,Fábio Pacheco,Walterson,Ibrahima Camará,André Luis,Felipe Pires,Steven Vitória,Filipe Soares,Paulo Sérgio Mota,Miguel Oliveira,Rodrigo Conceição,Artur Jorge Marques Amorim,Yan Santos,Sori Mané,Pedro Amador,Nikola Jambor,Derik Lacerda,Maritimo,Moreirense,6.0,18.0,0.0,6.0,2.1,3.2,3.6
64,64,Regular season,8.0,sex,2021-10-01,21:15,Famalicao,1.3,0.8,Guimaraes,3429,Estádio Municipal 22 de Junho,Thomas Léonard,/pt/partidas/a8555041/Famalicao-Vitoria-Guimaraes-2021Outubro1-Primeira-Liga,1,2,4-2-3-1,4-3-3,15.0,23.0,8.0,0.0,23.0,7.0,526.0,498.0,22.0,21.0,9.0,12.0,12.0,18.0,3.0,2.0,3.0,6.0,69.0,76.0,2.0,0.0,0.0,5.0,0.0,0.0,Luiz Lúcio Reis Júnior,Alex,Adrián Marín,Charles Pickel,Ivo Rodrigues,Ivan Jaime Pajuelo,Simon Banza,Dylan Batubinsika,David Tavares,Pedro Rodrigues,Diogo Figueiras,Dalberson,Rúben Lima,Pedro Brazão,Marcos Paulo,Bruno Nascimento,Riccieli,Hernán De La Fuente,Lawrence Ofori,Bruno Varela,Toni Borevkovic,Rafa Soares,Abdul Mumin,Marcus Edwards,André André,Rochinha,Falaye Sacko,Oscar Estupiñan,Tomás Händel,Tiago Silva,Matouš Trmal,Ricardo Quaresma,Rúben Lameiras,Bruno Duarte,André Amaro,João Ferreira,Alfa Semedo,Domingos André Ribeiro Almeida,Famalicao,Guimaraes,15.0,9.0,2.0,5.0,2.5,3.2,2.87
65,65,Regular season,8.0,sáb,2021-10-02,15:30,Vizela,1.4,1.6,Santa Clara,2855,Estádio Do Vizela,Hélder Malheiro,/pt/partidas/8cc15100/Vizela-Santa-Clara-2021Outubro2-Primeira-Liga,1,1,4-2-3-1,4-2-3-1,19.0,13.0,6.0,4.0,27.0,15.0,621.0,575.0,15.0,19.0,11.0,11.0,14.0,25.0,2.0,2.0,5.0,11.0,78.0,94.0,6.0,0.0,0.0,4.0,0.0,0.0,Charles,Bruno Wilson,Ivanildo Fernandes,Claudemir de Souza,Marcos Paulo,Samu,Kévin Zohi,Christian Neiva Afonso,Koffi Kouao,Nuno Gonçalo Moreira,Guilherme Schettine,Ivo Gonçalves,Raphael Guzzo,Cassiano,Kiko Bondoso,Igor Julião,Alexis Méndez,Mohamed Aidara,Richard Ofori,Marco André Rocha Pereira,Rafael Ramos,Mikel Villanueva,Mansur,Allano,Anderson Carvalho,Lincoln,Cristian González,Hidemasa Morita,Luiz Phellype,Rui Costa,Ricardo Fernandes,João Afonso,Mohamed Bouldini,Paulo Henrique Rodrigues Cabral,Rui Filipe Cunha Correia,Crysan,Jean Patric,Pierre Sagna,Vizela,Santa Clara,16.0,10.0,4.0,1.0,2.37,3.2,3.0
66,66,Regular season,8.0,sáb,2021-10-02,18:00,Porto,2.4,0.7,Pacos Ferreira,22507,Estádio Do Dragão,Manuel Mota,/pt/partidas/ee74140d/Porto-Pacos-de-Ferreira-2021Outubro2-Primeira-Liga,2,1,4-4-2,4-4-2,9.0,19.0,11.0,3.0,30.0,11.0,731.0,382.0,6.0,19.0,11.0,18.0,12.0,29.0,0.0,3.0,5.0,16.0,57.0,67.0,4.0,0.0,1.0,5.0,0.0,0.0,Diogo Costa,Pepe,Iván Marcano,Luis Díaz,Mateus Uribe,Mehdi Taremi,Francisco Conceição,Vitinha,Wendell,João Mário Lopes,Evanilson,Agustín Marchesín,Pepê,Marko Grujić,Jesús Corona,Wilson Manafá,Chancel Mbemba,Sérgio Oliveira,Toni Martínez,André Ferreira,Marco Baixinho,Vitorino Antunes,Maracás,Hélder Ferreira,Zé Uilton,Denílson,Luíz Carlos,Lucas Silva,Stephen Eustáquio,Nuno Santos,Igor Vekič,Nuno Lima,Abbas Ibrahim,Juan Delgado,Matchoi Djaló,Luís Alves,Rui Pires,Flávio Ramos,Porto,Pacos Ferreira,23.0,7.0,8.0,2.0,1.25,5.5,12.0
67,67,Regular season,8.0,sáb,2021-10-02,20:30,Arouca,1.2,1.7,Sp Lisbon,3338,Estádio Municipal de Arouca,Rui Costa,/pt/partidas/f80a3cb3/Arouca-Sporting-CP-2021Outubro2-Primeira-Liga,1,2,4-3-3,3-4-3,21.0,14.0,4.0,5.0,21.0,13.0,498.0,621.0,13.0,16.0,9.0,10.0,13.0,17.0,3.0,3.0,4.0,7.0,76.0,86.0,3.0,0.0,0.0,5.0,0.0,0.0,Fernando Castro,Arsénio Martins Lafuente Nunes,André Bukia,João Othavio Basso,Oday Dabbagh,Eboue Kouassi,Pedro Manuel da Silva Moreira,Leandro Miguel Pereira Silva,Tiago Esgaio,Abdoulaye Ba,Thales Oleques,Victor Braga,Brunão,Adílio Santos,Pité,Or Dasa,Gastón Campi,Joel Ferreira,Marco Soares,Antonio Adán,Matheus Reis,Sebastián Coates,João Palhinha,Matheus Nunes,Nuno Santos,Pablo Sarabia,Paulinho,Pedro Porro,Ricardo Esgaio,Daniel Bragança,João Virgínia,Diego Callai,Zouhair Feddal,Bruno Tabata,Jovane Cabral,Luís Neto,Manuel Ugarte Ribeiro,Rúben Vinagre,Arouca,Sp Lisbon,10.0,10.0,5.0,8.0,8.5,4.2,1.4
68,68,Regular season,8.0,dom,2021-10-03,15:30,Belenenses,0.8,1.3,Tondela,686,Estádio Nacional,André Narciso,/pt/partidas/7cdfc885/Belenenses-SAD-Tondela-2021Outubro3-Primeira-Liga,0,2,4-4-2,4-3-3,22.0,10.0,1.0,4.0,23.0,9.0,643.0,543.0,28.0,19.0,11.0,11.0,12.0,31.0,6.0,2.0,6.0,7.0,85.0,83.0,5.0,0.0,0.0,2.0,0.0,0.0,Luiz Felipe,Tomás Ribeiro,Pedro Nuno,César Sousa,Carraça,Alioune Ndour,Thibang Phete,Safira,Chima Akas,Yohan Tavares,Rafael Camacho,Álvaro Ramalho,Nilton Varela,Sphephelo Sithole,Afonso Sousa,Andrija Luković,Danny Henriques,Luís Mota,Abel Camará,Pedro Trigueira,Neto Borges,Modibo Sagnan,Pedro Borges,Salvador Agra,João Pedro,Jhon Murillo,Renat Dadaşov,Tiago Melo Almeida,Iker Undabarrena,Eduardo Quaresma,Babacar Niasse,Juan Manuel Boselli,Manu Hernando,Bebeto,Naoufel Khacef,Tiago Dantas,Daniel,Simone Muratore,Belenenses,Tondela,13.0,11.0,2.0,5.0,2.4,3.2,2.9
69,69,Regular season,8.0,dom,2021-10-03,18:00,Estoril,1.6,2.1,Gil Vicente,814,Estádio António Coimbra da Mota,João Pinheiro,/pt/partidas/c0d65f8c/Estoril-Gil-Vicente-FC-2021Outubro3-Primeira-Liga,2,2,4-3-3,4-3-3,10.0,18.0,1.0,5.0,24.0,7.0,615.0,520.0,8.0,13.0,8.0,16.0,12.0,20.0,2.0,0.0,5.0,12.0,57.0,70.0,2.0,0.0,0.0,4.0,0.0,0.0,Daniel Leite,Carles Soria,Lucas Áfrico,Francisco Geraldes,Chiquinho,André Franco,Arthur,Rui Fonte,Joãozinho,Loreintz Rosier,Patrick,Mosquito,André Clóvis,Leonardo Ruíz,Bruno Lourenço,João Gamboa,David Bruno,Nahuel Ferraresi,Romário Baró,Žiga Frelih,José Carlos,Lucas Cunha,Pedro Filipe Barbosa Moreira,Fran Navarro,Kanya Fujimoto,Vitor Carvalho,Rúben Fernandes,Samuel,Talocha,Murilo Costa,Brian Araújo,Emmanuel Hackman,Bilel Aouacheria,Antoine Léautey,Giorgi Aburjania,Boubacar Hanne,Henrique Gomes,Matheus Bueno,Estoril,Gil Vicente,14.0,23.0,4.0,9.0,2.15,3.1,3.6
70,70,Regular season,8.0,dom,2021-10-03,18:00,Benfica,2.8,0.3,Portimonense,38845,Estádio do Sport Lisboa e Benfica,Fábio Veríssimo,/pt/partidas/cb48812c/Benfica-Portimonense-2021Outubro3-Primeira-Liga,0,1,3-4-3,5-3-2,14.0,22.0,13.0,4.0,37.0,7.0,675.0,408.0,19.0,26.0,11.0,13.0,4.0,35.0,1.0,3.0,7.0,14.0,76.0,71.0,2.0,0.0,0.0,5.0,0.0,0.0,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Lucas Veríssimo,Jan Vertonghen,Darwin Núñez,Roman Yaremchuk,João Mário,Rafa Silva,Julian Weigl,Nicolás Otamendi,Helton Leite,Everton Soares,Soualiho Meïté,Pizzi,Nemanja Radonjić,Gil Bastião Dias,André Almeida,Adel Taarabt,Samuel Portugal,Lucas Possignolo,Willyan,Fali Candé,Lucas Fernandes,Fabrício dos Santos Messias,Fahd Moufi,Pedro Sá,Pedrão,Carlinhos,Aylton Boa Morte,Payam Niazmand,Henrique Jocú,Anderson,Luquinha,Filipe Relvas,Wilinton Aponzá,Iván Angulo,Renato Junior,Benfica,Portimonense,24.0,5.0,7.0,3.0,1.2,6.5,15.0
71,71,Regular season,8.0,dom,2021-10-03,20:30,Sp Braga,1.9,0.7,Boavista,7058,Estádio Municipal de Braga,Luís Godinho,/pt/partidas/cead439a/Braga-Boavista-2021Outubro3-Primeira-Liga,2,2,4-4-2,3-4-3,11.0,14.0,3.0,1.0,18.0,5.0,817.0,470.0,11.0,14.0,7.0,14.0,6.0,21.0,5.0,4.0,5.0,8.0,76.0,70.0,2.0,0.0,0.0,5.0,0.0,0.0,Matheus,Yan Couto,Vítor Tormena,Diogo Leite,Nuno Sequeira,Almoatasem Al Musrati,Mario González,Ricardo Horta,Iuri Medeiros,André Castro,Galeno,Tiago Sá,Abel Ruiz,André Horta,Lucas Piazon,Paulo Oliveira,Chiquinho,Lucas Mineiro,Fabiano,Alireza Beiranvand,Marcelo Djaló,Tiago Ilori,Gustavo Sauer,Petar Musa,Yusupha Njie,Ilija Vukotić,Filipe Ferreira,Jackson Porozo,Nathan,Gaius Makouta,Rafael Bracalli,Kenji Gorré,Guito,Tomás Reymão,Manuel Namora,Sebastián Pérez Cardona,Yanis Hamache,Tiago Fonseca Morais,Sp Braga,Boavista,13.0,7.0,8.0,2.0,1.44,4.5,6.0
72,72,Regular season,9.0,sex,2021-10-22,20:15,Guimaraes,2.7,1.0,Maritimo,10458,Estádio Dom Afonso Henriques,André Narciso,/pt/partidas/546441d5/Vitoria-Guimaraes-Maritimo-2021Outubro22-Primeira-Liga,2,1,4-3-3,4-3-3,21.0,15.0,14.0,2.0,37.0,14.0,614.0,519.0,17.0,22.0,4.0,9.0,10.0,32.0,0.0,2.0,10.0,9.0,71.0,68.0,1.0,0.0,0.0,1.0,0.0,0.0,Bruno Varela,Toni Borevkovic,Abdul Mumin,Ricardo Quaresma,Marcus Edwards,André André,Falaye Sacko,Oscar Estupiñan,Alfa Semedo,Tiago Silva,Helder Sá,Matouš Trmal,Rúben Lameiras,Bruno Duarte,André Amaro,Rochinha,João Ferreira,Domingos André Ribeiro Almeida,Tomás Händel,Paulo Victor Vidotti,Cláudio Winck,Zainadine Júnior,André Vidigal,Ali Alipour,Stefano Beltrame,Edgar Costa,Diogo Mendes,Xadas,Léo Andrade,Vitor Costa,João Miguel Macedo Silva,Rafik Guitane,Iván Rossi,Jorge Sáenz,Ricardinho,Tim Söderström,Fábio China,Pedro Pelágio,Guimaraes,Maritimo,27.0,7.0,10.0,3.0,1.53,4.0,6.5
73,73,Regular season,9.0,sáb,2021-10-23,14:30,Santa Clara,1.6,2.4,Famalicao,830,Estádio de São Miguel,Hugo Coelho,/pt/partidas/17eda1f3/Santa-Clara-Famalicao-2021Outubro23-Primeira-Liga,0,2,4-2-3-1,4-2-3-1,12.0,17.0,1.0,5.0,10.0,18.0,570.0,428.0,12.0,5.0,7.0,14.0,20.0,19.0,2.0,4.0,6.0,6.0,62.0,75.0,4.0,1.0,1.0,2.0,0.0,1.0,Marco André Rocha Pereira,Rafael Ramos,João Afonso,Mansur,Allano,Anderson Carvalho,Lincoln,Cristian González,Hidemasa Morita,Jean Patric,Ricardinho,Ricardo Fernandes,Kennedy Boateng,Paulo Henrique Rodrigues Cabral,Julio Romão,Rui Filipe Cunha Correia,Crysan,Luiz Phellype,Hamidou Keyta,Luiz Lúcio Reis Júnior,Alex,Adrián Marín,Charles Pickel,Marcos Paulo,Ivan Jaime Pajuelo,Simon Banza,Alexandre Penetra,Pedro Rodrigues,Diogo Figueiras,Heriberto Tavares,Dalberson,Rúben Lima,Pedro Brazão,Bruno Nascimento,Riccieli,Dylan Batubinsika,David Tavares,Hernán De La Fuente,Santa Clara,Famalicao,9.0,12.0,0.0,5.0,2.45,3.1,3.0
74,74,Regular season,9.0,sáb,2021-10-23,18:00,Tondela,0.2,2.9,Porto,2898,Estádio João Cardoso,Fábio Veríssimo,/pt/partidas/23fd5398/Tondela-Porto-2021Outubro23-Primeira-Liga,1,3,4-3-3,4-4-2,9.0,24.0,3.0,10.0,13.0,21.0,319.0,672.0,11.0,11.0,11.0,10.0,25.0,10.0,2.0,4.0,19.0,1.0,75.0,57.0,2.0,1.0,0.0,4.0,0.0,0.0,Pedro Trigueira,Neto Borges,Modibo Sagnan,Pedro Borges,Salvador Agra,João Pedro,Jhon Murillo,Renat Dadaşov,Tiago Melo Almeida,Iker Undabarrena,Eduardo Quaresma,Babacar Niasse,Rúben Fonseca,Juan Manuel Boselli,Manu Hernando,Bebeto,Naoufel Khacef,Tiago Dantas,Rafael Barbosa,Diogo Costa,Pepe,Iván Marcano,Luis Díaz,Mateus Uribe,Mehdi Taremi,Zaidu Sanusi,Vitinha,João Mário Lopes,Otávio,Evanilson,Agustín Marchesín,Francisco Conceição,Pepê,Marko Grujić,Jesús Corona,Chancel Mbemba,Sérgio Oliveira,Toni Martínez,Tondela,Porto,3.0,24.0,2.0,6.0,8.5,4.75,1.36
75,75,Regular season,9.0,sáb,2021-10-23,20:30,Sp Lisbon,1.5,0.4,Moreirense,35882,Estádio José Alvalade,Vitor Ferreira Fernandes,/pt/partidas/b865b8e4/Sporting-CP-Moreirense-2021Outubro23-Primeira-Liga,1,0,3-4-3,5-4-1,14.0,14.0,7.0,1.0,23.0,18.0,760.0,460.0,16.0,18.0,14.0,6.0,13.0,18.0,4.0,3.0,7.0,11.0,55.0,58.0,3.0,0.0,0.0,3.0,0.0,0.0,Antonio Adán,Matheus Reis,Sebastián Coates,João Palhinha,Nuno Santos,Pablo Sarabia,Paulinho,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,Daniel Bragança,João Virgínia,Zouhair Feddal,Matheus Nunes,Jovane Cabral,Luís Neto,Manuel Ugarte Ribeiro,Rúben Vinagre,Tiago Tomás,Kewin,Rodrigo Conceição,Lazar Rosić,Abdu Conté,Fábio Pacheco,Walterson,Ibrahima Camará,Felipe Pires,Steven Vitória,Gonçalo Franco,Rafael Martins,Mateus Pasinato,Artur Jorge Marques Amorim,André Luis,Yan Santos,Matheus Silva,Sori Mané,Pedro Amador,Filipe Soares,Sp Lisbon,Moreirense,14.0,5.0,4.0,1.0,1.22,5.75,13.0
76,76,Regular season,9.0,dom,2021-10-24,15:30,Pacos Ferreira,0.2,0.9,Arouca,1786,Estádio da Capital do Móvel,António Nobre,/pt/partidas/f0024463/Pacos-de-Ferreira-Arouca-2021Outubro24-Primeira-Liga,0,0,4-2-3-1,4-2-3-1,13.0,21.0,3.0,9.0,12.0,27.0,498.0,526.0,18.0,13.0,14.0,10.0,28.0,18.0,3.0,2.0,4.0,6.0,86.0,82.0,7.0,0.0,1.0,2.0,0.0,0.0,André Ferreira,Marco Baixinho,Vitorino Antunes,Maracás,Hélder Ferreira,Denílson,Luíz Carlos,Lucas Silva,Fernando Ferreira Fonseca,Stephen Eustáquio,Nuno Santos,Igor Vekič,Abbas Ibrahim,Zé Uilton,Juan Delgado,Matchoi Djaló,Jorge Fernando Santos Silva,Lamine Diaby,Flávio Ramos,Victor Braga,Quaresma,André Silva,Arsénio Martins Lafuente Nunes,André Bukia,João Othavio Basso,Eboue Kouassi,Pedro Manuel da Silva Moreira,Leandro Miguel Pereira Silva,Abdoulaye Ba,Thales Oleques,Norbert Haymamba,Adílio Santos,Pité,Oday Dabbagh,Gastón Campi,Eugeni Valderrama,Tiago Esgaio,Marco Soares,Pacos Ferreira,Arouca,3.0,15.0,0.0,6.0,1.9,3.6,3.8
77,77,Regular season,9.0,dom,2021-10-24,18:00,Vizela,1.0,1.0,Benfica,4883,Estádio Do Vizela,Luís Godinho,/pt/partidas/30f21425/Vizela-Benfica-2021Outubro24-Primeira-Liga,0,1,4-3-3,3-4-3,12.0,9.0,7.0,12.0,20.0,36.0,453.0,786.0,16.0,9.0,14.0,5.0,38.0,17.0,3.0,3.0,8.0,8.0,59.0,53.0,3.0,0.0,0.0,3.0,0.0,0.0,Charles,Ivanildo Fernandes,Claudemir de Souza,Igor Julião,Marcos Paulo,Alexis Méndez,Samu,Christian Neiva Afonso,Mohamed Aidara,Nuno Gonçalo Moreira,Guilherme Schettine,Ivo Gonçalves,Bruno Wilson,Raphael Guzzo,Kiko Bondoso,Hugues Zagbayou,Richard Ofori,Alejandro Alvarado Jr.,Tomás Costa Silva,Odisseas Vlachodimos,Álex Grimaldo,Lucas Veríssimo,Jan Vertonghen,Darwin Núñez,Roman Yaremchuk,Diogo Gonçalves,João Mário,Rafa Silva,Julian Weigl,Nicolás Otamendi,Helton Leite,Gilberto,Everton Soares,Soualiho Meïté,Pizzi,Nemanja Radonjić,Adel Taarabt,Gonçalo Ramos,Vizela,Benfica,15.0,14.0,4.0,7.0,7.0,4.33,1.44
78,78,Regular season,9.0,dom,2021-10-24,20:30,Portimonense,1.5,0.7,Estoril,1340,Estádio do Portimonense SC,Nuno Almeida,/pt/partidas/3d7e2f89/Portimonense-Estoril-2021Outubro24-Primeira-Liga,0,2,4-3-3,4-3-3,18.0,16.0,6.0,1.0,29.0,9.0,672.0,479.0,15.0,20.0,2.0,7.0,7.0,27.0,0.0,2.0,4.0,16.0,94.0,74.0,1.0,0.0,0.0,3.0,0.0,0.0,Samuel Portugal,Willyan,Fali Candé,Lucas Fernandes,Fahd Moufi,Pedro Sá,Pedrão,Iván Angulo,Carlinhos,Aylton Boa Morte,Renato Junior,Kosuke Nakamura,Lucas Possignolo,Henrique Jocú,Shoya Nakajima,Anderson,Luquinha,Filipe Relvas,Giannelli Imbula,Daniel Leite,Carles Soria,Lucas Áfrico,André Franco,Arthur,Rui Fonte,Bruno Lourenço,João Gamboa,Nahuel Ferraresi,Joãozinho,Loreintz Rosier,Mosquito,Francisco Geraldes,Rodrigo Valente,André Clóvis,Racine Coly,Leonardo Ruíz,David Bruno,Ryotaro Meshino,Portimonense,Estoril,24.0,6.0,3.0,2.0,2.3,3.1,3.2
79,79,Regular season,9.0,seg,2021-10-25,19:00,Gil Vicente,1.3,1.4,Sp Braga,2762,Estádio Cidade de Barcelos,Tiago Martins,/pt/partidas/249e80f5/Gil-Vicente-FC-Braga-2021Outubro25-Primeira-Liga,0,1,4-2-3-1,3-4-3,10.0,13.0,11.0,2.0,19.0,9.0,622.0,596.0,17.0,16.0,17.0,8.0,13.0,28.0,1.0,0.0,7.0,10.0,104.0,88.0,1.0,0.0,0.0,4.0,0.0,0.0,Žiga Frelih,Lucas Cunha,Emmanuel Hackman,Pedro Filipe Barbosa Moreira,Fran Navarro,Kanya Fujimoto,Antoine Léautey,Vitor Carvalho,Rúben Fernandes,Samuel,Talocha,Andrew,Diogo Silva,Bilel Aouacheria,Giorgi Aburjania,Boubacar Hanne,Juan Calero,Henrique Gomes,Matheus Bueno,Matheus,Yan Couto,Diogo Leite,Nuno Sequeira,Almoatasem Al Musrati,Paulo Oliveira,Ricardo Horta,Iuri Medeiros,André Castro,Galeno,Vitinha,Tiago Sá,Vítor Tormena,Abel Ruiz,André Horta,Mario González,Chiquinho,Lucas Mineiro,Fabiano,Gil Vicente,Sp Braga,21.0,13.0,7.0,4.0,4.0,3.4,1.9
80,80,Regular season,9.0,seg,2021-10-25,21:15,Boavista,0.7,0.1,Belenenses,2043,Estádio do Bessa Século XXI,João Pinheiro,/pt/partidas/2106c748/Boavista-Belenenses-SAD-2021Outubro25-Primeira-Liga,0,0,4-2-3-1,3-5-2,19.0,17.0,5.0,1.0,23.0,11.0,640.0,651.0,18.0,15.0,14.0,8.0,10.0,18.0,3.0,2.0,8.0,10.0,73.0,82.0,4.0,0.0,0.0,4.0,0.0,0.0,Alireza Beiranvand,Reggie Cannon,Javi García,Kenji Gorré,Petar Musa,Tomás Reymão,Nathan,Yanis Hamache,Rodrigo Abascal,Gaius Makouta,Tiago Fonseca Morais,Rafael Bracalli,Yusupha Njie,Guito,Ilija Vukotić,Filipe Ferreira,Sebastián Pérez Cardona,Paul-Georges Ntep,Luís Santos,Luiz Felipe,Tomás Ribeiro,Nilton Varela,Afonso Sousa,Andrija Luković,Danny Henriques,Carraça,Alioune Ndour,Thibang Phete,Safira,Yohan Tavares,Álvaro Ramalho,Diogo Calila,Pedro Nuno,Sphephelo Sithole,Luís Mota,César Sousa,Christian Marques,Chima Akas,Boavista,Belenenses,15.0,4.0,5.0,0.0,1.9,3.3,3.8
81,81,Regular season,10.0,sex,2021-10-29,20:15,Arouca,1.0,1.3,Tondela,574,Estádio Municipal de Arouca,Luís Godinho,/pt/partidas/8a0c8fd1/Arouca-Tondela-2021Outubro29-Primeira-Liga,2,0,4-3-3,4-2-3-1,20.0,12.0,4.0,6.0,11.0,21.0,410.0,539.0,22.0,16.0,6.0,6.0,29.0,10.0,3.0,1.0,11.0,1.0,72.0,72.0,5.0,0.0,1.0,4.0,0.0,0.0,Victor Braga,Quaresma,André Silva,Arsénio Martins Lafuente Nunes,André Bukia,João Othavio Basso,Eboue Kouassi,Pedro Manuel da Silva Moreira,Leandro Miguel Pereira Silva,Abdoulaye Ba,Thales Oleques,Norbert Haymamba,Omri Altman,Adílio Santos,Pité,Oday Dabbagh,Gastón Campi,Eugeni Valderrama,Tiago Esgaio,Pedro Trigueira,Neto Borges,Modibo Sagnan,Pedro Borges,Salvador Agra,João Pedro,Jhon Murillo,Renat Dadaşov,Tiago Melo Almeida,Rafael Barbosa,Eduardo Quaresma,Babacar Niasse,Rúben Fonseca,Juan Manuel Boselli,Manu Hernando,Bebeto,Naoufel Khacef,Tiago Dantas,Ricardo Miguel Martins Alves,Arouca,Tondela,4.0,15.0,2.0,6.0,2.3,3.25,3.1
82,82,Regular season,10.0,sáb,2021-10-30,17:00,Porto,3.1,0.6,Boavista,31207,Estádio Do Dragão,Tiago Martins,/pt/partidas/9cb17030/Porto-Boavista-2021Outubro30-Primeira-Liga,4,1,4-4-2,3-4-3,8.0,10.0,4.0,6.0,18.0,11.0,764.0,380.0,26.0,12.0,7.0,7.0,14.0,14.0,3.0,4.0,5.0,10.0,79.0,68.0,4.0,0.0,0.0,4.0,0.0,0.0,Diogo Costa,Pepe,Iván Marcano,Luis Díaz,Mateus Uribe,Mehdi Taremi,Zaidu Sanusi,Vitinha,João Mário Lopes,Otávio,Evanilson,Agustín Marchesín,Fábio Cardoso,Francisco Conceição,Pepê,Marko Grujić,Wilson Manafá,Sérgio Oliveira,Danny Loader,Alireza Beiranvand,Reggie Cannon,Javi García,Kenji Gorré,Gustavo Sauer,Petar Musa,Tomás Reymão,Nathan,Yanis Hamache,Rodrigo Abascal,Gaius Makouta,Rafael Bracalli,Yusupha Njie,Guito,Ilija Vukotić,Filipe Ferreira,Sebastián Pérez Cardona,Paul-Georges Ntep,Tiago Fonseca Morais,Porto,Boavista,18.0,8.0,11.0,3.0,1.18,6.5,13.0
