Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
220,220,25,dom,2019-03-10,14:00,Santa Clara,0.7,0.3,Aves,3015,Estádio de São Miguel,Tiago Martins,/pt/partidas/314e9ce7/Santa-Clara-Aves-2019Marco10-Primeira-Liga,0,0,4-5-1,5-4-1,20.0,14.0,9.0,4.0,31.0,10.0,696.0,416.0,12.0,14.0,11.0,18.0,25.0,36.0,0.0,3.0,5.0,10.0,87.0,79.0,2.0,0.0,0.0,2.0,0.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,Ukra,César,Kaio Pantaleão,Bruno Lamas,Mamadu Candé,Zé Manuel,Francisco Ramos,Patrick,Guilherme Schettine,Serginho,Minhoca,João Paulo Lázaro Lucas,Martin Chrien,Lucas Marques,Malick Evouna,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Luis Fariña,Carlos Ponck,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,André Ferreira,Rúben Alexandre Gomes Oliveira,Bruno Manuel Araújo Braga,Abdoulaye Diallo,Mato Miloš,Claudio Falcão,P1,10/03/2019,Santa Clara,Aves,0,0,D,0,0,D,10,9,2,2,20,14,9,4,2,2,0,0,2.55,3.1,2.87,2.4,3.0,3.1,2.45,3.05,2.9,2.62,3.2,3.02,2.5,3.2,2.87,2.45,3.2,3.0,33,2.62,2.46,3.28,3.13,3.1,2.96,31,2.3,2.21,1.71,1.66,19,-0.25,2.22,2.12,1.78,1.73,2.89,3.17,2.76
221,221,25,dom,2019-03-10,15:00,Portimonense,4.2,0.6,Nacional,3066,Estádio do Portimonense SC,Vitor Ferreira Fernandes,/pt/partidas/15ffd97a/Portimonense-Nacional-2019Marco10-Primeira-Liga,5,1,4-2-3-1,4-3-3,9.0,16.0,7.0,7.0,18.0,31.0,491.0,497.0,8.0,14.0,9.0,26.0,26.0,16.0,1.0,1.0,10.0,6.0,74.0,69.0,1.0,0.0,0.0,6.0,0.0,1.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Paulinho,Jackson Martínez,Bruno Tabata,Henrique,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Vítor Tormena,Aylton Boa Morte,Leonardo Navacchio,Felipe Macedo,João Carlos,Bruno Reis,Wellington,Ruster,Daniel Guimarães,Mauro Cerqueira,Okacha Hamzaoui,Fernando Tissone,Kalindi Alves de Souza,Witi,Aleksandar Paločević,Lazar Rosić,Julio,Sardor Rashidov,Vítor Gonçalves,Ohoulo Framelin,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,João Tiago Serrão Garcês,Sérgio Marakis,Bryan Róchez,P1,10/03/2019,Portimonense,Nacional,5,1,H,3,0,H,20,12,12,5,8,17,7,7,1,6,0,1,1.83,3.75,4.0,1.83,3.7,3.9,1.8,3.65,3.9,1.91,3.93,4.01,1.85,3.75,3.9,1.85,3.75,4.1,33,1.95,1.86,3.93,3.71,4.2,3.93,32,1.81,1.75,2.15,2.06,19,-0.5,1.91,1.85,2.03,1.97,1.87,4.12,4.02
222,222,25,dom,2019-03-10,17:30,Setubal,0.7,0.5,Tondela,4094,Estádio do Bonfim,Fábio Costa,/pt/partidas/79830261/Vitoria-Setubal-Tondela-2019Marco10-Primeira-Liga,0,0,4-1-2-1-2,4-2-3-1,16.0,13.0,7.0,6.0,26.0,16.0,558.0,359.0,19.0,16.0,13.0,6.0,18.0,33.0,8.0,0.0,8.0,13.0,86.0,92.0,3.0,0.0,0.0,7.0,0.0,1.0,Giorgi Makaridze,Artur Jorge Marques Amorim,Mano,Nuno Daniel Costeira Valente,Éber Bessa,Vasco Fernandes,Sílvio,Hildeberto Pereira,Frédéric Mendy,José Semedo,Jhonder Cádiz,Cristiano Pereira Figueiredo,Rúben Micael,André Martins Sousa,Allef,Baba Fernandes,Tiago Castro,Cláudio Ramos,Ícaro do Carmo Silva,António Xavier,João Pedro,Juan Delgado,Sergio Peña,Tomané,Ricardo Costa,Joãozinho,Bruno Monteiro,Ricardo Miguel Martins Alves,Pedro José Moreira Silva,Patrick,Pité,Jhon Murillo,João Mendes,Jorge Filipe Oliveira Fernandes,P1,10/03/2019,Setubal,Tondela,0,0,D,0,0,D,11,5,2,0,16,12,7,6,3,7,0,1,2.0,3.2,4.0,2.05,3.25,3.7,2.0,3.15,3.8,2.07,3.4,4.02,2.0,3.25,3.9,2.0,3.3,4.0,33,2.12,2.05,3.4,3.24,4.05,3.78,30,2.4,2.3,1.66,1.6,19,-0.25,1.8,1.75,2.18,2.09,2.18,3.53,3.52
223,223,25,dom,2019-03-10,20:00,Feirense,0.6,1.3,Porto,5414,Estádio Marcolino de Castro,Artur Soares Dias,/pt/partidas/b5640daf/Feirense-Porto-2019Marco10-Primeira-Liga,1,2,4-2-3-1,4-4-2,18.0,14.0,3.0,10.0,11.0,22.0,421.0,692.0,18.0,8.0,12.0,11.0,30.0,15.0,1.0,2.0,12.0,7.0,93.0,109.0,2.0,0.0,0.0,0.0,0.0,0.0,Caio Secco,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,João Silva,Flávio Ramos,Ali Ghazal,Fábio Sturgeon,Vítor Bruno,André Moreira,Tiago Gomes,Bruno Nascimento,Edinho,Rafael Crivellaro,Marco Soares,Iker Casillas,Éder Militão,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Pepe,Vaná,Maxi Pereira,Yacine Brahimi,Óliver Torres,Wilson Manafá,Adrián López,P1,10/03/2019,Feirense,Porto,1,2,A,1,2,A,5,17,1,5,18,15,3,10,2,0,0,0,13.0,6.5,1.2,14.0,5.75,1.22,12.0,5.4,1.23,14.31,5.97,1.26,15.0,5.8,1.22,15.0,6.0,1.22,33,15.0,13.14,6.5,5.77,1.27,1.23,32,1.81,1.75,2.17,2.07,21,1.5,2.19,2.09,1.8,1.75,14.67,6.48,1.23
224,224,25,seg,2019-03-11,20:15,Benfica,1.0,0.9,Belenenses,52158,Estádio do Sport Lisboa e Benfica,João Santos Capela,/pt/partidas/c60361bb/Benfica-Belenenses-SAD-2019Marco11-Primeira-Liga,2,2,4-4-2,3-4-3,12.0,15.0,7.0,1.0,40.0,7.0,712.0,538.0,17.0,16.0,12.0,10.0,10.0,47.0,0.0,2.0,2.0,16.0,53.0,81.0,0.0,0.0,0.0,5.0,0.0,1.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Jonas,Pizzi,Andreas Samaris,Rafa Silva,André Almeida,Florentino Luís,João Félix,Francisco Reis Ferreira,Mile Svilar,Franco Cervi,Yuri Ribeiro,Andrija Živković,Filip Krovinović,Jota,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Diogo Viana,Zakarya Bergdich,André Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,Kikas,Mika,Matija Ljujić,Pierre Sagna,Luís Silva,Nicolás Vélez,Christian Neiva Afonso,P1,11/03/2019,Benfica,Belenenses,2,2,D,0,0,D,22,8,2,3,12,15,7,1,0,5,0,1,1.18,7.0,13.0,1.17,7.25,13.5,1.18,6.4,13.5,1.19,7.36,16.97,1.17,7.0,17.0,1.18,7.0,18.0,33,1.21,1.18,7.8,6.96,18.0,14.72,30,1.55,1.49,2.7,2.58,19,-2.0,1.99,1.94,1.94,1.89,1.17,8.1,17.26
225,225,26,sex,2019-03-15,20:30,Sp Lisbon,1.0,0.6,Santa Clara,28129,Estádio José Alvalade,Manuel Oliveira,/pt/partidas/c1a3ccf4/Sporting-CP-Santa-Clara-2019Marco15-Primeira-Liga,1,0,4-3-3,4-1-2-1-2,16.0,14.0,14.0,2.0,35.0,13.0,663.0,570.0,14.0,12.0,7.0,15.0,15.0,37.0,3.0,3.0,6.0,8.0,66.0,78.0,2.0,0.0,0.0,1.0,0.0,0.0,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Raphinha,Jérémy Mathieu,Cristian Borja,Bas Dost,Wendel,Idrissa Doumbia,Romain Salin,André Almeida Pinto,Abdoulay Diaby,Luiz Phellype,Jovane Cabral,Miguel Luís,Marco André Rocha Pereira,Fábio Cardoso,César,João Paulo Lázaro Lucas,Kaio Pantaleão,Bruno Lamas,Martin Chrien,Malick Evouna,Francisco Ramos,Patrick,Guilherme Schettine,João Lopes,Ukra,Minhoca,Mamadu Candé,Lucas Marques,Zé Manuel,P1,15/03/2019,Sp Lisbon,Santa Clara,1,0,H,0,0,D,16,6,7,2,16,13,14,2,2,1,0,0,1.25,5.25,13.0,1.26,5.75,10.0,1.3,5.0,9.0,1.25,6.08,14.04,1.22,5.8,15.0,1.25,6.0,12.0,32,1.3,1.25,6.5,5.69,15.0,11.9,30,1.68,1.63,2.4,2.26,19,-1.5,1.85,1.8,2.09,2.03,1.24,6.25,14.39
226,226,26,sáb,2019-03-16,15:30,Belenenses,0.6,1.7,Portimonense,2219,Estádio Nacional,André Narciso,/pt/partidas/3224c146/Belenenses-SAD-Portimonense-2019Marco16-Primeira-Liga,2,2,3-4-3,4-2-3-1,14.0,16.0,7.0,4.0,24.0,18.0,728.0,437.0,16.0,12.0,13.0,15.0,17.0,16.0,3.0,1.0,5.0,7.0,79.0,85.0,1.0,0.0,0.0,1.0,0.0,0.0,Muriel Becker,Vincent Sasso,Licá,Dálcio,Pierre Sagna,Zakarya Bergdich,Cleylton Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,Kikas,Mika,Matija Ljujić,Luís Silva,Salo,Nicolás Vélez,Diogo Calila,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Paulinho,Jackson Martínez,Bruno Tabata,Henrique,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Vítor Tormena,Aylton Boa Morte,Leonardo Navacchio,Emmanuel Hackman,Felipe Macedo,Bruno Reis,Wellington,Ruster,P1,16/03/2019,Belenenses,Portimonense,2,2,D,0,2,A,10,17,4,6,14,16,7,4,1,1,0,0,2.37,3.2,3.0,2.3,3.2,3.1,2.35,3.1,3.0,2.51,3.2,3.18,2.4,3.1,3.1,2.4,3.2,3.13,34,2.68,2.4,3.3,3.16,3.2,3.04,33,2.28,2.17,1.75,1.68,19,-0.25,2.13,2.05,1.85,1.79,2.54,3.29,3.06
227,227,26,sáb,2019-03-16,15:30,Setubal,0.7,1.4,Sp Braga,5717,Estádio do Bonfim,Manuel Mota,/pt/partidas/8d8dec3e/Vitoria-Setubal-Braga-2019Marco16-Primeira-Liga,0,1,4-2-3-1,4-4-2,18.0,12.0,11.0,4.0,27.0,14.0,509.0,461.0,12.0,23.0,16.0,8.0,22.0,39.0,3.0,1.0,6.0,7.0,99.0,92.0,1.0,0.0,0.0,2.0,0.0,0.0,Giorgi Makaridze,Artur Jorge Marques Amorim,Mano,Nuno Daniel Costeira Valente,Éber Bessa,Vasco Fernandes,Rúben Micael,André Martins Sousa,Hildeberto Pereira,José Semedo,Jhonder Cádiz,Cristiano Pereira Figueiredo,Gustavo Cascardo,Frédéric Mendy,Kgaogelo Sekgota,Allef,Baba Fernandes,Tiago Sá,Nuno Sequeira,Murilo Costa,Ricardo Horta,Claudemir de Souza,Fransérgio,Raul Silva,Bruno Viana,João Palhinha,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Ricardo,Xadas,Pablo Santos,João Novais,Paulinho,P1,16/03/2019,Setubal,Sp Braga,0,1,A,0,1,A,15,13,8,6,19,12,11,4,1,2,0,0,4.75,3.4,1.8,5.0,3.4,1.75,4.6,3.25,1.8,5.04,3.41,1.86,5.0,3.3,1.8,4.75,3.4,1.83,34,5.25,4.68,3.5,3.34,1.9,1.82,31,2.35,2.26,1.7,1.63,19,0.5,2.08,2.0,1.87,1.83,5.35,3.44,1.81
228,228,26,sáb,2019-03-16,18:00,Guimaraes,2.5,1.1,Boavista,17985,Estádio Dom Afonso Henriques,Tiago Martins,/pt/partidas/01a1c51c/Vitoria-Guimaraes-Boavista-2019Marco16-Primeira-Liga,3,1,4-2-3-1,4-1-4-1,18.0,18.0,6.0,2.0,26.0,13.0,574.0,481.0,14.0,29.0,8.0,21.0,11.0,25.0,0.0,1.0,8.0,4.0,81.0,77.0,2.0,0.0,0.0,1.0,0.0,0.0,João Miguel Macedo Silva,Pedrão,Rafa Soares,Alexandre Guedes,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Ola John,Davidson da Luz Pereira,Douglas,Welthon,Pedro Rodrigues,João Carlos Teixeira,Frederico Venâncio,Rochinha,Rafael Bracalli,Nwankwo Obiora,Talocha,Jubal,Gustavo Sauer,Mateus Galiano da Costa,Alberto Bueno,Edu Machado,Neris,Federico Falcone,Idrissa Mandiang,Assis Giovanaz,Raphael,Fábio Espinho,Jeferson Fernandes Macedo,Carraça,Índio,P1,16/03/2019,Guimaraes,Boavista,3,1,H,1,0,H,16,10,10,3,18,18,6,2,2,1,0,0,1.61,3.6,6.0,1.67,3.4,5.75,1.7,3.5,4.9,1.68,3.89,5.68,1.62,3.7,5.8,1.67,3.5,6.0,33,1.7,1.66,4.0,3.6,6.0,5.52,30,2.55,2.45,1.6,1.54,19,-0.5,1.7,1.66,2.34,2.24,1.69,3.66,6.12
229,229,26,sáb,2019-03-16,20:30,Porto,3.7,0.0,Maritimo,46413,Estádio Do Dragão,João Santos Capela,/pt/partidas/28e6c3f6/Porto-Maritimo-2019Marco16-Primeira-Liga,3,0,4-4-2,4-3-3,12.0,8.0,11.0,0.0,46.0,1.0,770.0,319.0,8.0,10.0,10.0,7.0,2.0,41.0,5.0,1.0,1.0,21.0,83.0,75.0,1.0,0.0,0.0,2.0,1.0,0.0,Iker Casillas,Éder Militão,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Pepe,Vaná,Maxi Pereira,Yacine Brahimi,Óliver Torres,Wilson Manafá,Adrián López,Charles,Douglas Grolli,Lucas Áfrico,João Gamboa,Leandro Barrera,Rene Santos,Fabrício Baiano,Eulânio Ângelo Chipela Gomes,Fábio China,Getterson,Pedro Pelágio,Amir Abedzadeh,Bebeto,Jorge Correa,Rodrigo Pinho,Edgar Costa,Jean Cléber,P1,16/03/2019,Porto,Maritimo,3,0,H,0,0,D,31,0,8,0,12,8,11,0,1,2,0,1,1.16,7.0,15.0,1.16,7.0,16.0,1.15,7.0,15.0,1.15,8.67,21.73,1.12,8.0,21.0,1.14,8.0,21.0,33,1.17,1.15,8.75,7.53,23.0,18.41,30,1.6,1.56,2.52,2.4,20,-2.0,1.87,1.82,2.1,2.02,1.1,11.26,29.22
230,230,26,dom,2019-03-17,15:00,Aves,1.3,1.0,Chaves,3491,Estádio Clube Desportivo das Aves,Artur Soares Dias,/pt/partidas/05610aab/Aves-Chaves-2019Marco17-Primeira-Liga,0,1,3-4-3,4-3-3,16.0,11.0,11.0,7.0,30.0,14.0,615.0,536.0,19.0,35.0,12.0,16.0,15.0,47.0,0.0,0.0,5.0,10.0,98.0,98.0,2.0,0.0,0.0,2.0,0.0,0.0,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Luis Fariña,Carlos Ponck,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,André Ferreira,Rúben Alexandre Gomes Oliveira,Bruno Manuel Araújo Braga,Abdoulaye Diallo,Mato Miloš,Claudio Falcão,António Filipe de Carvalho,Jefferson de Jesus Santos,William,Renan Bardini Bressan,Luís Martins,Nikola Maraš,Gastón Campi,Bruno Gallo,Lionn,Rúben Macedo,Luther Singh,João Kuspiosz,Nuno André Coelho,Filipe Melo,Gevorg Ghazaryan,André Luis,Costinha,P1,17/03/2019,Aves,Chaves,0,1,A,0,1,A,26,7,5,2,13,12,11,7,2,2,0,0,2.05,3.25,3.75,2.05,3.2,3.7,2.05,3.15,3.7,2.13,3.41,3.8,2.05,3.25,3.75,2.05,3.25,3.9,34,2.16,2.08,3.41,3.23,3.9,3.66,31,2.5,2.38,1.61,1.57,19,-0.25,1.84,1.79,2.12,2.04,2.13,3.3,3.94
231,231,26,dom,2019-03-17,15:00,Nacional,1.1,0.3,Rio Ave,2373,Estádio da Madeira,António Nobre,/pt/partidas/dce72c89/Nacional-Rio-Ave-2019Marco17-Primeira-Liga,0,1,4-3-3,4-2-3-1,15.0,17.0,13.0,2.0,39.0,9.0,532.0,477.0,22.0,18.0,9.0,7.0,15.0,33.0,4.0,2.0,,,84.0,61.0,2.0,0.0,0.0,2.0,0.0,0.0,Daniel Guimarães,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,Mauro Cerqueira,João Tiago Serrão Garcês,Okacha Hamzaoui,Witi,Lazar Rosić,Sardor Rashidov,Vítor Gonçalves,Kaká,Ohoulo Framelin,Abdullahi Ibrahim Alhassan,Fernando Tissone,Brayan Riascos,Filipe Ferreira,Aleksandar Paločević,Leonardo César Jardim,Rúben Semedo,Murilo Oliveira de Freitas,Diego Lopes,Fábio Coentrão,Ronan,Leandrinho,Eliseu Cassamá,Nikola Jambor,Messias,Galeno,Paulo Vítor Fagundes dos Anjos,Matheus Reis,Toni Borevkovic,Bruno Moreira,Carlos,Gabriel Airton de Souza,P1,17/03/2019,Nacional,Rio Ave,0,1,A,0,1,A,19,4,5,2,15,17,13,2,2,2,0,0,2.7,3.1,2.75,2.5,3.4,2.65,2.6,3.3,2.55,2.77,3.42,2.69,2.62,3.4,2.6,2.63,3.4,2.63,34,2.89,2.63,3.5,3.33,2.75,2.63,32,1.88,1.82,2.05,1.97,18,0.0,1.99,1.92,1.97,1.91,2.99,3.66,2.39
232,232,26,dom,2019-03-17,17:30,Moreirense,0.5,1.6,Benfica,5510,P.D. Comendador Joaquim de Almeida Freit...,Nuno Almeida,/pt/partidas/f890eadb/Moreirense-Benfica-2019Marco17-Primeira-Liga,0,4,4-4-2,4-4-2,17.0,10.0,4.0,6.0,18.0,11.0,506.0,599.0,20.0,22.0,10.0,12.0,18.0,20.0,2.0,2.0,8.0,8.0,63.0,88.0,4.0,0.0,0.0,0.0,0.0,0.0,Pedro Trigueira,João Aurélio,Fábio Pacheco,Bilel Aouacheria,Ivanildo Fernandes,Chiquinho,Rafik Halliche,Pedro Nuno,Bruno Silva,Arsénio Martins Lafuente Nunes,Neto,Nuno Macedo,Iago Santos,Ibrahima Camará,David Texeira,Nenê,Lucas,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Jonas,Pizzi,Andreas Samaris,Rafa Silva,André Almeida,João Félix,Francisco Reis Ferreira,Ivan Zlobin,Sébastien Corchia,Franco Cervi,Andrija Živković,Florentino Luís,Jota,P1,17/03/2019,Moreirense,Benfica,0,4,A,0,2,A,11,9,3,4,17,10,4,6,4,0,0,0,7.0,4.0,1.5,6.75,4.1,1.48,6.2,4.0,1.5,6.75,4.03,1.58,6.5,3.9,1.53,6.5,4.0,1.55,34,7.5,6.24,4.3,4.0,1.6,1.53,32,1.88,1.81,2.1,1.99,21,1.0,1.96,1.91,1.99,1.92,7.79,4.81,1.44
233,233,26,dom,2019-03-17,20:00,Tondela,1.4,1.1,Feirense,1871,Estádio João Cardoso,Jorge de Sousa,/pt/partidas/24603eb8/Tondela-Feirense-2019Marco17-Primeira-Liga,1,1,4-2-3-1,4-2-3-1,21.0,22.0,1.0,6.0,23.0,21.0,584.0,492.0,9.0,11.0,10.0,6.0,17.0,27.0,3.0,1.0,8.0,11.0,79.0,98.0,8.0,0.0,1.0,1.0,0.0,0.0,Cláudio Ramos,João Jaquité,António Xavier,João Pedro,Jhon Murillo,Fahd Moufi,Ricardo Costa,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Cristian Arango,Pedro José Moreira Silva,Ícaro do Carmo Silva,Azongha Tembeng Abenego,Patrick,Pité,Sergio Peña,Caio Secco,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,João Silva,Flávio Ramos,Ali Ghazal,Fábio Sturgeon,Vítor Bruno,André Moreira,Tiago Gomes,Kuca,Bruno Nascimento,Edinho,Rafael Crivellaro,P1,17/03/2019,Tondela,Feirense,1,1,D,0,1,A,12,12,3,4,22,21,1,6,8,1,1,0,1.85,3.5,4.2,1.75,3.5,4.75,1.8,3.35,4.35,1.9,3.56,4.54,1.83,3.4,4.5,1.83,3.5,4.6,34,1.97,1.85,3.6,3.41,4.75,4.38,32,2.25,2.14,1.75,1.7,19,-0.5,1.9,1.84,2.07,1.99,1.99,3.4,4.35
234,234,27,sex,2019-03-29,20:30,Portimonense,2.5,1.0,Moreirense,2462,Estádio do Portimonense SC,João Pinheiro,/pt/partidas/ef64f72c/Portimonense-Moreirense-2019Marco29-Primeira-Liga,0,2,4-3-3,4-2-3-1,14.0,15.0,9.0,6.0,25.0,19.0,611.0,564.0,22.0,19.0,16.0,16.0,18.0,27.0,5.0,4.0,7.0,10.0,66.0,78.0,3.0,0.0,0.0,1.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Paulinho,Jackson Martínez,Bruno Tabata,Henrique,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Vítor Tormena,Aylton Boa Morte,Leonardo Navacchio,Jadson,Emmanuel Hackman,Dener,Felipe Macedo,Wellington,Pedro Trigueira,João Aurélio,Iago Santos,Ibrahima Camará,Chiquinho,Rafik Halliche,Pedro Nuno,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Neto,Nuno Macedo,Fábio Pacheco,Alan Eduardo Schons,David Texeira,Bilel Aouacheria,Ivanildo Fernandes,P1,29/03/2019,Portimonense,Moreirense,0,2,A,0,1,A,23,13,8,5,14,14,9,6,3,1,0,0,2.0,3.4,3.75,2.05,3.5,3.4,2.0,3.45,3.4,2.1,3.71,3.57,2.15,3.5,3.2,2.05,3.5,3.6,26,2.17,2.05,3.71,3.51,3.75,3.46,26,1.84,1.79,2.1,2.01,14,-0.5,2.09,2.04,1.85,1.8,2.05,3.73,3.69
235,235,27,sáb,2019-03-30,15:30,Sp Braga,1.5,2.7,Porto,20106,Estádio Municipal de Braga,Jorge de Sousa,/pt/partidas/c29a5110/Braga-Porto-2019Marco30-Primeira-Liga,2,3,4-4-2,4-4-2,22.0,12.0,4.0,5.0,23.0,22.0,400.0,585.0,27.0,7.0,7.0,5.0,30.0,18.0,1.0,1.0,10.0,5.0,79.0,85.0,1.0,0.0,0.0,4.0,0.0,0.0,Tiago Sá,Nuno Sequeira,Wilson Eduardo,Pablo Santos,Murilo Costa,Claudemir de Souza,Bruno Viana,Ricardo Esgaio,João Palhinha,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Ricardo,Xadas,João Novais,Paulinho,Ricardo Horta,Iker Casillas,Éder Militão,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Pepe,Vaná,Maxi Pereira,Yacine Brahimi,Óliver Torres,Wilson Manafá,Adrián López,P1,30/03/2019,Sp Braga,Porto,2,3,A,1,1,D,9,14,3,6,22,11,4,5,1,4,0,0,4.0,3.4,1.9,3.9,3.3,1.95,3.9,3.25,1.95,4.38,3.54,1.93,3.9,3.3,2.0,4.1,3.4,1.95,34,4.38,3.99,3.54,3.35,2.13,1.96,32,2.3,2.21,1.71,1.66,19,0.25,2.36,2.21,1.75,1.68,4.57,3.31,1.98
236,236,27,sáb,2019-03-30,18:00,Chaves,1.0,1.9,Sp Lisbon,6229,Estádio Municipal Eng. Manuel Branco Tei...,Manuel Mota,/pt/partidas/fc4be526/Chaves-Sporting-CP-2019Marco30-Primeira-Liga,1,3,4-3-3,4-1-4-1,13.0,11.0,6.0,6.0,24.0,20.0,467.0,674.0,19.0,18.0,14.0,12.0,16.0,17.0,1.0,0.0,10.0,7.0,90.0,74.0,5.0,0.0,1.0,2.0,1.0,0.0,António Filipe de Carvalho,Paulo Sérgio Mota,Jefferson de Jesus Santos,William,Renan Bardini Bressan,André Luis,Luís Martins,Nikola Maraš,Gastón Campi,Bruno Gallo,Rúben Macedo,Ricardo Jorge Novo Nunes,Hugo Basto,Gevorg Ghazaryan,Costinha,João Teixeira,Niltinho,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Raphinha,Jérémy Mathieu,Cristian Borja,Luiz Phellype,Wendel,Nemanja Gudelj,Romain Salin,André Almeida Pinto,Francisco Geraldes,Pedro David Rosendo Marques,Bruno Gaspar,Jovane Cabral,P1,30/03/2019,Chaves,Sp Lisbon,1,3,A,0,1,A,8,19,2,7,13,11,6,6,5,2,1,1,4.5,3.4,1.83,4.5,3.25,1.85,4.2,3.35,1.85,5.06,3.33,1.89,5.0,3.5,1.75,4.4,3.6,1.83,34,5.06,4.6,3.6,3.34,1.91,1.84,33,2.12,2.02,1.85,1.79,19,0.75,1.8,1.74,2.2,2.11,5.22,3.59,1.79
