Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
87,87,10,dom,2018-11-11,15:00,Guimaraes,2.4,0.3,Santa Clara,12484,Estádio Dom Afonso Henriques,Carlos Xistra,/pt/partidas/df3e4dc7/Vitoria-Guimaraes-Santa-Clara-2018Novembro11-Primeira-Liga,2,0,4-1-4-1,4-4-2,14.0,12.0,10.0,3.0,26.0,20.0,657.0,500.0,14.0,15.0,14.0,8.0,20.0,18.0,2.0,0.0,8.0,7.0,56.0,63.0,1.0,0.0,0.0,2.0,0.0,0.0,Douglas,Pedrão,Rafa Soares,Alexandre Guedes,André André,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Davidson da Luz Pereira,João Miguel Macedo Silva,Welthon,Pedro Rodrigues,João Carlos Teixeira,Florent Hanin,Hélder Ferreira,Marco André Rocha Pereira,Rui Pedro Oliveira Silva,Fábio Cardoso,Osama Rashid,Denis Pineda,César,Bruno Lamas,Mamadu Candé,Anderson Carvalho,Zé Manuel,Fernando,João Lopes,Ukra,Pedro Pacheco,João Paulo Lázaro Lucas,Abdiel Arroyo,Kaio Pantaleão,P1,11/11/2018,Guimaraes,Santa Clara,2,0,H,1,0,H,20,7,6,1,15,11,10,3,1,2,0,0,1.57,3.6,6.5,1.6,3.7,5.75,1.75,3.4,4.65,1.6,3.98,6.2,1.62,3.9,5.5,1.6,3.9,6.0,37,1.75,1.59,4.0,3.75,6.5,5.78,35,2.12,2.02,1.85,1.76,21,-1.0,2.4,2.09,1.85,1.76,1.7,3.66,5.9
88,88,10,dom,2018-11-11,17:30,Tondela,1.1,2.8,Benfica,4755,Estádio João Cardoso,João Pinheiro,/pt/partidas/ba68b647/Tondela-Benfica-2018Novembro11-Primeira-Liga,1,3,4-4-2,4-3-3,14.0,12.0,2.0,7.0,9.0,20.0,373.0,792.0,14.0,10.0,15.0,9.0,26.0,11.0,0.0,1.0,8.0,4.0,95.0,88.0,4.0,1.0,1.0,3.0,0.0,0.0,Cláudio Ramos,Ícaro do Carmo Silva,António Xavier,Hélder Tavares,Jhon Murillo,Sergio Peña,Tomané,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Pedro José Moreira Silva,João Jaquité,Patrick,Juan Delgado,João Reis,João Mendes,Odisseas Vlachodimos,Germán Conti,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Gabriel,Jonas,Franco Cervi,Pizzi,Rafa Silva,André Almeida,Mile Svilar,Haris Seferović,Andrija Živković,Filip Krovinović,Andreas Samaris,João Félix,P1,11/11/2018,Tondela,Benfica,1,3,A,1,1,D,7,15,4,5,14,12,2,7,4,3,2,0,7.5,4.5,1.4,7.75,4.5,1.4,7.0,4.0,1.45,8.9,4.5,1.41,7.0,4.4,1.44,8.5,4.5,1.4,37,9.0,7.78,4.9,4.46,1.45,1.4,34,1.86,1.79,2.07,1.99,18,1.0,2.33,2.22,1.75,1.67,10.15,4.8,1.38
89,89,10,dom,2018-11-11,20:00,Sp Lisbon,1.8,0.1,Chaves,20359,Estádio José Alvalade,Tiago Martins,/pt/partidas/510fac15/Sporting-CP-Chaves-2018Novembro11-Primeira-Liga,2,1,4-4-2,4-3-3,11.0,10.0,10.0,2.0,28.0,12.0,668.0,420.0,23.0,15.0,13.0,15.0,10.0,25.0,3.0,1.0,2.0,11.0,74.0,70.0,1.0,0.0,0.0,2.0,1.0,0.0,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Nani,Jérémy Mathieu,Bas Dost,Bruno Gaspar,Jovane Cabral,Nemanja Gudelj,Miguel Luís,Romain Salin,Fredy Montero,Lumor Agbenyenu,Abdoulay Diaby,Radosav Petrović,Josip Mišić,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Avtandil Ebralidze,Stephen Eustáquio,Jeferson Fernandes Macedo,Renan Bardini Bressan,André Luis,Luís Martins,Nikola Maraš,Marcão,Bruno Gallo,António Filipe de Carvalho,Hugo Basto,Jefferson de Jesus Santos,William,João Teixeira,Niltinho,P1,11/11/2018,Sp Lisbon,Chaves,2,1,H,1,0,H,17,3,5,1,11,10,10,2,1,2,0,1,1.33,5.0,10.0,1.36,4.75,7.75,1.35,4.7,7.9,1.32,5.6,9.14,1.32,5.25,8.5,1.3,5.25,10.5,37,1.36,1.32,5.6,5.12,10.5,8.73,33,1.73,1.65,2.35,2.2,19,-1.5,2.05,1.97,1.95,1.86,1.29,6.06,10.65
90,90,11,sex,2018-11-30,19:30,Santa Clara,1.3,2.2,Belenenses,2369,Estádio de São Miguel,António Nobre,/pt/partidas/e378381c/Santa-Clara-Belenenses-SAD-2018Novembro30-Primeira-Liga,2,3,4-2-3-1,4-3-3,13.0,14.0,5.0,7.0,12.0,14.0,481.0,464.0,11.0,25.0,15.0,13.0,10.0,20.0,1.0,1.0,9.0,10.0,96.0,97.0,3.0,0.0,1.0,0.0,0.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,Osama Rashid,Paulo Clemente,César,Bruno Lamas,Mamadu Candé,Anderson Carvalho,Zé Manuel,Patrick,Fernando,João Lopes,Rui Pedro Oliveira Silva,Ukra,Pedro Pacheco,Minhoca,Abdiel Arroyo,Muriel Becker,Vincent Sasso,Licá,Diogo Viana,Fredy,Henrique Almeida,André Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,Reinildo Mandava,Mika,Eduardo Henrique,Matija Ljujić,Zakarya Bergdich,Cleylton Santos,Ousmane Dramé,P1,30/11/2018,Santa Clara,Belenenses,2,3,A,1,1,D,14,10,4,6,13,14,5,7,3,0,1,0,2.14,3.1,3.6,2.15,3.2,3.4,2.05,3.15,3.6,2.19,3.27,3.8,2.1,3.2,3.7,2.1,3.25,3.75,38,2.25,2.13,3.3,3.18,3.88,3.58,35,2.45,2.31,1.73,1.59,20,-0.25,1.86,1.82,2.07,2.01,2.2,3.19,3.87
91,91,11,sáb,2018-12-01,15:30,Maritimo,0.4,0.9,Setubal,4256,Estádio dos Barreiros,Artur Soares Dias,/pt/partidas/fbc6b53e/Maritimo-Vitoria-Setubal-2018Dezembro1-Primeira-Liga,0,1,4-2-3-1,4-4-1-1,17.0,23.0,4.0,6.0,27.0,28.0,563.0,455.0,20.0,14.0,15.0,14.0,29.0,23.0,1.0,1.0,5.0,8.0,96.0,98.0,1.0,0.0,0.0,2.0,0.0,0.0,Amir Abedzadeh,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Danny,João Gamboa,Ricardo Jorge Oliveira Valente,Josip Vuković,Fábio China,Diederrick Joel,Charles,Marcão,Rodrigo Pinho,Edgar Costa,Jean Cléber,Leandro Barrera,Cristiano Pereira Figueiredo,Mano,Dankler,Éber Bessa,Vasco Fernandes,Rúben Micael,Hildeberto Pereira,Nuno Pinto,Frédéric Mendy,José Semedo,Mikel Agu,Joel Castro Pereira,Artur Jorge Marques Amorim,Nuno Daniel Costeira Valente,André Pedrosa,Valdu Té,Zequinha,P1,01/12/2018,Maritimo,Setubal,0,1,A,0,0,D,12,10,3,4,17,22,4,6,1,2,0,0,2.37,3.1,3.1,2.35,3.1,3.1,2.45,3.0,2.95,2.5,3.22,3.14,2.45,3.1,3.0,2.45,3.13,3.1,35,2.55,2.43,3.25,3.1,3.2,3.03,31,2.45,2.33,1.64,1.58,20,0.0,1.75,1.71,2.25,2.16,2.44,3.18,3.34
92,92,11,sáb,2018-12-01,18:00,Benfica,2.8,0.1,Feirense,44547,Estádio do Sport Lisboa e Benfica,Rui Costa,/pt/partidas/d4ada794/Benfica-Feirense-2018Dezembro1-Primeira-Liga,4,0,4-3-3,4-2-3-1,15.0,14.0,7.0,0.0,23.0,6.0,737.0,394.0,19.0,21.0,10.0,17.0,9.0,19.0,6.0,0.0,4.0,14.0,64.0,71.0,2.0,0.0,0.0,2.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Jonas,Andrija Živković,Pizzi,Rafa Silva,Jardel,André Almeida,Gedson Fernandes,Mile Svilar,Gabriel,Franco Cervi,Haris Seferović,Alfa Semedo,Filip Krovinović,Caio Secco,Tiago Gomes,Antonio Briseño,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Bruno Nascimento,Kódjo Alphonse,Cris,João Silva,Fábio Sturgeon,Bruno Brigido,Diogo Miguel Guedes Almeida,Roderick Miller,Brian Gómez,Edinho,Marco Soares,P1,01/12/2018,Benfica,Feirense,4,0,H,0,0,D,15,3,7,1,17,14,7,0,2,2,0,0,1.16,7.5,13.0,1.15,7.75,13.5,1.15,6.8,15.5,1.16,8.11,16.88,1.14,7.5,17.0,1.15,7.5,20.0,38,1.18,1.15,8.15,7.36,21.0,16.01,31,1.6,1.53,2.58,2.43,21,-2.0,1.94,1.87,2.13,1.96,1.18,7.87,16.95
93,93,11,sáb,2018-12-01,20:30,Sp Braga,2.1,1.5,Moreirense,9807,Estádio Municipal de Braga,Manuel Oliveira,/pt/partidas/d1701b5e/Braga-Moreirense-2018Dezembro1-Primeira-Liga,2,0,4-4-2,4-2-3-1,13.0,19.0,2.0,5.0,14.0,16.0,591.0,567.0,21.0,11.0,17.0,7.0,20.0,16.0,2.0,0.0,8.0,10.0,79.0,88.0,1.0,0.0,0.0,2.0,0.0,0.0,Tiago Sá,Nuno Sequeira,Wilson Eduardo,Paulinho,Ricardo Horta,Claudemir de Souza,Fransérgio,Raul Silva,Bruno Viana,Ricardo Esgaio,Marcelo Goiano,José Carlos Marafona,Xadas,João Novais,Murilo Costa,Fábio Martins,João Palhinha,Jhonatan,Mohamed Abarhoun,Rúben Lima,Alan Eduardo Schons,Nenê,Ivanildo Fernandes,Chiquinho,Pedro Nuno,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Neto,Pedro Trigueira,João Aurélio,Iago Santos,David Texeira,Bilel Aouacheria,Bruno Silva,P1,01/12/2018,Sp Braga,Moreirense,2,0,H,2,0,H,14,15,5,2,15,19,2,5,1,2,0,0,1.36,4.75,8.0,1.36,4.75,7.75,1.37,4.6,7.5,1.37,5.05,8.58,1.36,4.8,8.5,1.36,4.8,8.5,38,1.46,1.37,5.05,4.69,8.7,8.01,34,1.71,1.65,2.3,2.2,23,-1.5,2.25,2.12,1.8,1.73,1.4,4.95,8.76
94,94,11,dom,2018-12-02,15:00,Portimonense,2.8,1.3,Tondela,2383,Estádio do Portimonense SC,Vitor Ferreira Fernandes,/pt/partidas/635acc5a/Portimonense-Tondela-2018Dezembro2-Primeira-Liga,3,2,4-3-3,4-2-3-1,16.0,19.0,8.0,9.0,13.0,17.0,530.0,407.0,12.0,13.0,10.0,9.0,27.0,8.0,2.0,4.0,5.0,13.0,90.0,87.0,3.0,0.0,0.0,6.0,0.0,1.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Paulinho,Jackson Martínez,Shoya Nakajima,Ewerton,Wilson Manafá,Pedro Sá,Rúben Fernandes,Nedeljko Stojisic,Emmanuel Hackman,Bruno Tabata,João Carlos,Lucas Fernandes,Wellington,Cláudio Ramos,Ícaro do Carmo Silva,António Xavier,Hélder Tavares,Jhon Murillo,Sergio Peña,Tomané,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Pedro José Moreira Silva,João Jaquité,Juan Delgado,João Reis,João Mendes,Jorge Filipe Oliveira Fernandes,P1,02/12/2018,Portimonense,Tondela,3,2,H,3,1,H,16,10,6,5,16,19,8,9,3,6,0,1,1.83,3.6,4.0,1.83,3.5,4.2,1.87,3.45,3.95,1.94,3.59,4.15,1.88,3.5,4.2,1.87,3.5,4.33,38,1.95,1.88,3.7,3.5,4.33,4.07,35,2.0,1.91,1.95,1.86,20,-0.75,2.24,2.15,1.77,1.71,2.0,3.32,4.44
95,95,11,dom,2018-12-02,15:00,Aves,1.2,3.5,Nacional,1596,Estádio Clube Desportivo das Aves,João Pinheiro,/pt/partidas/8164928d/Aves-Nacional-2018Dezembro2-Primeira-Liga,2,3,4-4-2,4-1-4-1,16.0,19.0,9.0,4.0,32.0,18.0,444.0,465.0,18.0,13.0,6.0,19.0,15.0,28.0,3.0,0.0,10.0,9.0,105.0,80.0,3.0,0.0,0.0,4.0,0.0,0.0,André Ferreira,Rodrigo Alves Soares,Rodrigo Defendi,Luis Fariña,Nildo Petrolina,Nélson Lenho,Amilton,Carlos Ponck,Claudio Falcão,Derley,Issam El Adoua,Quentin Beunardeau,Vitor Costa,Hamdou Elhouni,Vítor Gomes,Jorge Fellipe,Mama Samba Baldé,Daniel Guimarães,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,João Tiago Serrão Garcês,Okacha Hamzaoui,João Pedro Gomes Camacho,Sérgio Marakis,Kalindi Alves de Souza,Witi,Felipe Aliste Lopes,Vítor Gonçalves,Lucas França,Kenji Gorré,Brayan Riascos,Aleksandar Paločević,Bryan Róchez,Christian Madu,P1,02/12/2018,Aves,Nacional,2,3,A,1,1,D,15,16,5,7,16,19,9,4,3,4,0,0,2.0,3.3,3.8,1.95,3.3,3.9,1.95,3.3,3.8,2.01,3.41,4.11,1.95,3.4,4.0,2.0,3.5,3.8,38,2.03,1.97,3.5,3.37,4.11,3.81,35,2.03,1.94,1.91,1.84,20,-0.25,1.76,1.7,2.28,2.16,1.79,3.94,4.61
96,96,11,dom,2018-12-02,17:30,Chaves,0.6,1.8,Guimaraes,5980,Estádio Municipal Eng. Manuel Branco Tei...,João Santos Capela,/pt/partidas/a86d37b7/Chaves-Vitoria-Guimaraes-2018Dezembro2-Primeira-Liga,0,1,4-3-3,4-3-3,12.0,17.0,8.0,4.0,26.0,17.0,579.0,543.0,18.0,12.0,16.0,16.0,15.0,34.0,2.0,4.0,5.0,10.0,65.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Hugo Basto,Stephen Eustáquio,Jeferson Fernandes Macedo,Renan Bardini Bressan,André Luis,Luís Martins,Marcão,Bruno Gallo,Platiny,António Filipe de Carvalho,Jefferson de Jesus Santos,Avtandil Ebralidze,Gevorg Ghazaryan,William,Niltinho,Douglas,Pedrão,Rafa Soares,Alexandre Guedes,André André,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Davidson da Luz Pereira,João Miguel Macedo Silva,Welthon,Pedro Rodrigues,João Carlos Teixeira,Florent Hanin,Ola John,P1,02/12/2018,Chaves,Guimaraes,0,1,A,0,1,A,13,15,8,7,12,17,7,4,1,0,0,0,3.1,3.1,2.4,3.1,3.1,2.35,2.9,3.15,2.35,3.05,3.29,2.51,2.9,3.25,2.4,3.0,3.3,2.4,37,3.1,2.97,3.4,3.2,2.51,2.4,35,2.23,2.11,1.78,1.7,20,0.0,2.23,2.13,1.78,1.72,3.15,3.23,2.51
97,97,11,dom,2018-12-02,20:00,Boavista,0.6,3.8,Porto,13556,Estádio do Bessa Século XXI,Hugo Miguel,/pt/partidas/09e47b93/Boavista-Porto-2018Dezembro2-Primeira-Liga,0,1,4-2-3-1,4-3-3,25.0,11.0,1.0,8.0,11.0,23.0,387.0,567.0,21.0,16.0,4.0,12.0,31.0,17.0,1.0,3.0,14.0,4.0,85.0,95.0,6.0,0.0,0.0,1.0,0.0,0.0,Helton Leite,Gonçalo Cardoso,Nwankwo Obiora,Talocha,Rochinha,David Simão,Mateus Galiano da Costa,Carraça,Rafael Costa,Neris,Rafael Lopes,Rafael Bracalli,Raphael,Fábio Espinho,Edu Machado,Federico Falcone,Índio,Iker Casillas,Éder Militão,Yacine Brahimi,Óliver Torres,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Otávio,Felipe,Vaná,Maxi Pereira,Hernâni Fortes,Chancel Mbemba,Adrián López,Sérgio Oliveira,P1,02/12/2018,Boavista,Porto,0,1,A,0,0,D,4,24,2,6,25,11,1,8,6,1,0,0,11.0,4.5,1.33,9.75,4.6,1.33,10.0,4.5,1.32,11.91,4.72,1.34,12.0,4.6,1.32,12.0,4.75,1.33,38,12.0,10.39,4.95,4.62,1.35,1.32,36,2.1,2.0,1.85,1.79,22,1.5,1.85,1.79,2.15,2.04,13.4,5.54,1.28
98,98,11,seg,2018-12-03,20:15,Rio Ave,1.9,1.3,Sp Lisbon,5957,Estádio do Rio Ave Futebol Clube,Carlos Xistra,/pt/partidas/3bef3933/Rio-Ave-Sporting-CP-2018Dezembro3-Primeira-Liga,1,3,4-2-3-1,4-3-3,11.0,26.0,6.0,11.0,9.0,18.0,512.0,570.0,9.0,11.0,15.0,11.0,18.0,12.0,4.0,1.0,,,70.0,50.0,3.0,0.0,0.0,5.0,0.0,0.0,Leonardo César Jardim,Matheus Reis,Jonathan Buatu Mananga,Toni Borevkovic,Diego Lopes,Junio,João Schmidt,Fábio Coentrão,Nikola Jambor,Galeno,Carlos Vinícius,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Murilo Oliveira de Freitas,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Afonso Figueiredo,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Nani,Jérémy Mathieu,Abdoulay Diaby,Bas Dost,Wendel,Bruno Gaspar,Nemanja Gudelj,Romain Salin,Jefferson Nascimento,André Almeida Pinto,Bruno César,Radosav Petrović,Jovane Cabral,P1,03/12/2018,Rio Ave,Sp Lisbon,1,3,A,1,2,A,12,20,4,6,11,27,6,11,3,5,0,0,4.5,3.5,1.8,4.1,3.8,1.78,4.35,3.6,1.75,4.58,3.82,1.8,4.5,3.7,1.75,4.5,3.7,1.8,36,4.75,4.36,3.85,3.62,1.85,1.78,33,1.95,1.85,2.0,1.93,19,0.75,1.86,1.81,2.12,2.03,4.48,3.78,1.85
99,99,12,sex,2018-12-07,20:30,Porto,3.4,0.8,Portimonense,33511,Estádio Do Dragão,Manuel Mota,/pt/partidas/ae538c1e/Porto-Portimonense-2018Dezembro7-Primeira-Liga,4,1,4-4-2,3-4-3,10.0,10.0,8.0,0.0,16.0,12.0,678.0,465.0,21.0,27.0,18.0,15.0,15.0,14.0,2.0,0.0,2.0,12.0,54.0,74.0,2.0,0.0,0.0,1.0,0.0,0.0,Iker Casillas,Éder Militão,Yacine Brahimi,Óliver Torres,Moussa Marega,Alex Telles,Jesús Corona,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Vaná,Maxi Pereira,Hernâni Fortes,Héctor Herrera,Chancel Mbemba,Adrián López,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Paulinho,Jackson Martínez,Shoya Nakajima,Wilson Manafá,Pedro Sá,Rúben Fernandes,Vítor Tormena,Nedeljko Stojisic,Theo Ryuki,Emmanuel Hackman,Bruno Tabata,João Carlos,Lucas Fernandes,P1,07/12/2018,Porto,Portimonense,4,1,H,1,1,D,25,8,9,4,10,10,8,0,2,1,0,0,1.14,7.5,17.0,1.16,7.25,15.0,1.17,6.6,14.0,1.16,8.13,19.58,1.14,7.5,19.0,1.15,7.5,20.0,38,1.18,1.15,8.4,7.37,21.0,16.93,31,1.46,1.42,2.95,2.78,23,-2.0,1.88,1.81,2.1,2.02,1.16,8.46,19.96
100,100,12,sáb,2018-12-08,15:30,Belenenses,1.0,0.9,Chaves,1537,Estádio Nacional,Luís Godinho,/pt/partidas/37fcb38d/Belenenses-SAD-Chaves-2018Dezembro8-Primeira-Liga,1,0,4-3-3,4-3-3,11.0,18.0,5.0,6.0,22.0,21.0,538.0,531.0,12.0,18.0,14.0,5.0,36.0,16.0,3.0,1.0,7.0,6.0,84.0,95.0,1.0,0.0,0.0,1.0,0.0,0.0,Muriel Becker,Vincent Sasso,Licá,Diogo Viana,Fredy,Henrique Almeida,André Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,Reinildo Mandava,Mika,Eduardo Henrique,Matija Ljujić,Zakarya Bergdich,Cleylton Santos,João Rodrigues,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Hugo Basto,Jefferson de Jesus Santos,Avtandil Ebralidze,Stephen Eustáquio,Gevorg Ghazaryan,Renan Bardini Bressan,André Luis,Luís Martins,Marcão,António Filipe de Carvalho,Filipe Melo,Jeferson Fernandes Macedo,William,Djavan da Silva Ferreira,Mika Borges,P1,08/12/2018,Belenenses,Chaves,1,0,H,1,0,H,10,12,4,4,12,19,5,6,1,1,0,0,2.1,3.2,3.6,2.2,3.3,3.25,2.1,3.2,3.4,2.17,3.45,3.57,2.15,3.3,3.4,2.15,3.3,3.5,37,2.22,2.15,3.45,3.28,3.6,3.39,33,2.2,2.12,1.76,1.7,19,-0.5,2.23,2.15,1.76,1.71,2.22,3.17,3.86
101,101,12,sáb,2018-12-08,18:00,Tondela,0.4,0.5,Sp Braga,2265,Estádio João Cardoso,Rui Costa,/pt/partidas/3b0283cc/Tondela-Braga-2018Dezembro8-Primeira-Liga,0,1,4-2-3-1,4-4-2,15.0,18.0,6.0,2.0,22.0,21.0,504.0,555.0,11.0,18.0,13.0,12.0,16.0,23.0,4.0,1.0,8.0,4.0,91.0,88.0,3.0,0.0,0.0,1.0,0.0,0.0,Cláudio Ramos,Ícaro do Carmo Silva,Azongha Tembeng Abenego,António Xavier,Hélder Tavares,Patrick,Jhon Murillo,Sergio Peña,Fahd Moufi,Ricardo Costa,Joãozinho,Pedro José Moreira Silva,Juan Delgado,João Reis,João Mendes,Bruno Monteiro,Ricardo Miguel Martins Alves,Tiago Sá,Nuno Sequeira,Wilson Eduardo,Paulinho,Ricardo Horta,Claudemir de Souza,Fransérgio,Raul Silva,Bruno Viana,Ricardo Esgaio,Marcelo Goiano,José Carlos Marafona,Xadas,Eduardo Teixeira,João Novais,Fábio Martins,João Palhinha,P1,08/12/2018,Tondela,Sp Braga,0,1,A,0,1,A,8,6,3,3,15,19,6,2,3,1,0,0,5.0,3.75,1.66,5.0,3.75,1.67,5.0,3.85,1.6,5.41,4.09,1.65,5.5,3.9,1.62,5.75,3.8,1.62,37,6.0,5.18,4.1,3.82,1.68,1.64,33,1.94,1.85,2.02,1.93,22,1.0,1.81,1.73,2.19,2.13,6.3,3.83,1.64
102,102,12,sáb,2018-12-08,20:30,Setubal,1.0,1.1,Benfica,9300,Estádio do Bonfim,Carlos Xistra,/pt/partidas/272ab024/Vitoria-Setubal-Benfica-2018Dezembro8-Primeira-Liga,0,1,4-2-3-1,4-3-3,23.0,19.0,3.0,5.0,14.0,20.0,419.0,518.0,15.0,19.0,12.0,8.0,23.0,20.0,2.0,2.0,6.0,9.0,87.0,70.0,3.0,0.0,0.0,4.0,0.0,0.0,Cristiano Pereira Figueiredo,Mano,Dankler,Éber Bessa,Vasco Fernandes,Hildeberto Pereira,Nuno Pinto,Frédéric Mendy,José Semedo,Mikel Agu,Jhonder Cádiz,Joel Castro Pereira,Artur Jorge Marques Amorim,Nuno Daniel Costeira Valente,Rúben Micael,André Pedrosa,Valdu Té,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Jonas,Andrija Živković,Pizzi,Rafa Silva,Jardel,André Almeida,Gedson Fernandes,Mile Svilar,Gabriel,Franco Cervi,Haris Seferović,Alfa Semedo,Nicolás Castillo,P1,08/12/2018,Setubal,Benfica,0,1,A,0,1,A,14,12,3,3,23,20,3,5,3,4,0,0,7.5,4.2,1.44,7.75,4.0,1.45,7.0,4.0,1.45,8.75,4.17,1.46,8.5,4.2,1.42,8.0,4.3,1.44,37,9.0,7.92,4.5,4.15,1.46,1.43,34,2.05,1.96,1.89,1.82,21,1.0,2.32,2.13,1.79,1.73,8.6,3.89,1.52
103,103,12,dom,2018-12-09,15:00,Moreirense,0.8,1.1,Santa Clara,1384,P.D. Comendador Joaquim de Almeida Freit...,André Narciso,/pt/partidas/4ba0101e/Moreirense-Santa-Clara-2018Dezembro9-Primeira-Liga,0,1,4-2-3-1,4-1-2-1-2,21.0,14.0,9.0,6.0,22.0,14.0,496.0,474.0,20.0,15.0,11.0,18.0,19.0,19.0,3.0,3.0,10.0,8.0,103.0,104.0,5.0,0.0,1.0,4.0,0.0,0.0,Jhonatan,Mohamed Abarhoun,Rúben Lima,Fábio Pacheco,Alan Eduardo Schons,Nenê,Ivanildo Fernandes,Chiquinho,Pedro Nuno,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Pedro Trigueira,David Texeira,Bilel Aouacheria,Rafik Halliche,Bruno Silva,Heriberto Tavares,Marco André Rocha Pereira,Danildo Accioly,Osama Rashid,César,Bruno Lamas,Martin Chrien,Mamadu Candé,Anderson Carvalho,Zé Manuel,Patrick,Fernando,Serginho,Rui Pedro Oliveira Silva,Ukra,Pedro Pacheco,Paulo Clemente,Minhoca,P1,09/12/2018,Moreirense,Santa Clara,0,1,A,0,0,D,11,11,3,3,21,14,9,6,5,4,1,0,1.95,3.2,4.2,1.9,3.4,4.0,1.87,3.35,3.95,1.94,3.65,4.08,1.91,3.5,4.0,1.93,3.4,4.2,37,2.0,1.93,3.65,3.38,4.25,4.0,33,2.2,2.14,1.83,1.68,19,-0.5,1.98,1.92,1.97,1.9,1.94,3.46,4.49
