Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away
2,sáb,2022-08-13,18:00,Casa Pia,0.2,1.6,Benfica,22253,Estádio Pina Manique,Tiago Martins,/pt/partidas/b506be88/Casa-Pia-Benfica-2022Agosto13-Primeira-Liga,0.0,1.0,5-4-1,4-2-3-1,10.0,9.0,4.0,9.0,10.0,20.0,530.0,829.0,24.0,19.0,16.0,10.0,29.0,5.0,0.0,1.0,12.0,5.0,57.0,62.0,6.0,0.0,0.0,4.0,0.0,1.0,Ricardo Batista,João Nunes,Leonardo Lelo,Saviour Godwin,Neto,Rafael Martins,Vasco Fernandes,Takahiro Kunimoto,Nermin Zolotić,Afonso Taira,Lucas Soares,Lucas Paes,Eduardo Fereira,Derick,Diogo Pinto,Cuca,Isaac Monteiro,Anderson,Yan Brice Eteki,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Enzo Fernández,Diogo Gonçalves,João Mário,Rafa Silva,Nicolás Otamendi,Florentino Luís,Gonçalo Ramos,Morato,Helton Leite,Jan Vertonghen,Alexander Bah,Roman Yaremchuk,Chiquinho,Julian Weigl,Petar Musa,Henrique Araújo
2,sáb,2022-08-13,20:30,Sporting CP,2.2,0.1,Rio Ave,31760,Estádio José Alvalade,Manuel Mota,/pt/partidas/10146f22/Sporting-CP-Rio-Ave-2022Agosto13-Primeira-Liga,3.0,0.0,3-4-3,5-4-1,15.0,6.0,7.0,1.0,20.0,7.0,844.0,476.0,21.0,25.0,10.0,14.0,6.0,20.0,0.0,1.0,7.0,12.0,63.0,58.0,1.0,0.0,0.0,2.0,0.0,0.0,Antonio Adán,Matheus Reis,Sebastián Coates,Matheus Nunes,Marcus Edwards,Luís Neto,Manuel Ugarte Ribeiro,Francisco Trincão,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,Franco Israel,Jerry St. Juste,Hidemasa Morita,Nuno Santos,Rochinha,Abdul Fatawu Issahaku,Ricardo Esgaio,Flávio Nazinho,Jhonatan,Gonçalo Rodrigues,Vítor Gomes,Joca,Abdul-Aziz Yakubu,Costinha,Pedro Amaral,Aderlan Santos,Renato Pantalon,Fábio Conceição,Paulo Vitor,Magrão,Miguel Nóbrega,Leonardo Ruíz,Amine Oudrhiri,João Ferreira,Ukra,João Graça,Zé Manuel
2,dom,2022-08-14,15:30,Boavista,2.1,0.4,Santa Clara,5520,Estádio do Bessa Século XXI,Hélder Malheiro,/pt/partidas/d946b17f/Boavista-Santa-Clara-2022Agosto14-Primeira-Liga,2.0,1.0,3-4-3,4-2-3-1,13.0,8.0,8.0,6.0,36.0,12.0,690.0,489.0,11.0,20.0,11.0,10.0,23.0,40.0,1.0,5.0,6.0,10.0,73.0,64.0,3.0,0.0,0.0,7.0,0.0,2.0,Rafael Bracalli,Reggie Cannon,Kenji Gorré,Yusupha Njie,Filipe Ferreira,Sebastián Pérez Cardona,Yanis Hamache,Rodrigo Abascal,Gaius Makouta,Luís Santos,Pedro Malheiro,João Gonçalves,Joel silva,Ilija Vukotić,Jeriel Córdova,Júlio Dabo,Martim Tavares,Pedro gomes,Tiago Fonseca Morais,Marco André Rocha Pereira,Kennedy Boateng,Allano,Anderson Carvalho,Kyosuke Tagawa,Paulo Henrique Rodrigues Cabral,Cristian González,Bruno Messi,Rildo,Victor Bobsin,Pierre Sagna,Ricardo Fernandes,Ricardo Manuel Silva,Xavi Quintillà,Rúben Alexandre Gomes Oliveira,Rodrigo Valente,Adriano,Andrezinho,Paulo Godinho
2,dom,2022-08-14,18:00,Vizela,0.2,0.9,Porto,4679,Estádio Do Vizela,Fábio Veríssimo,/pt/partidas/a5567f27/Vizela-Porto-2022Agosto14-Primeira-Liga,0.0,1.0,4-3-3,4-3-1-2,18.0,12.0,1.0,10.0,14.0,34.0,417.0,685.0,19.0,12.0,6.0,11.0,42.0,13.0,2.0,2.0,20.0,6.0,74.0,90.0,6.0,0.0,0.0,2.0,0.0,0.0,Fabijan Buntić,Bruno Wilson,Anderson Jesus,Raphael Guzzo,Kiko Bondoso,Diego Rosa,Samu,Kévin Zohi,Christian Neiva Afonso,Nuno Gonçalo Moreira,Tomás Costa Silva,Luiz Felipe,Ivanildo Fernandes,Carlos Isaac,Milutin Osmajić,Monsuru Opeyemi,Osama Rashid,Andrés Sarmiento,Alejandro Alvarado Jr.,Diogo Costa,Pepe,Iván Marcano,Mateus Uribe,Mehdi Taremi,Pepê,Zaidu Sanusi,Marko Grujić,Danny Loader,João Mário Lopes,Evanilson,Cláudio Ramos,David Carmo,Gabriel Veron,Galeno,André Franco,Wendell,Otávio,Toni Martínez
2,dom,2022-08-14,20:30,Vitória,1.1,0.5,Estoril,15652,Estádio Dom Afonso Henriques,Cláudio Ruivo Pereira,/pt/partidas/d02bff88/Vitoria-Guimaraes-Estoril-2022Agosto14-Primeira-Liga,1.0,0.0,4-3-3,4-2-3-1,13.0,8.0,5.0,7.0,18.0,16.0,512.0,556.0,22.0,17.0,6.0,9.0,18.0,27.0,4.0,3.0,6.0,9.0,61.0,72.0,3.0,0.0,0.0,5.0,0.0,1.0,Bruno Varela,Maga,Mikel Villanueva,Helder Sá,Rúben Lameiras,Tiago Silva,Jota Silva,André Amaro,André Silva,Ibrahima Bamba,Domingos André Ribeiro Almeida,Celton Anssumane Biai,Abdul Mumin,Nelson,Ryoya Ogawa,Anderson,Antonio Cortés,Bruno Gaspar,Daniel Bandeira,Daniel Leite,Bernardo Vital,Francisco Geraldes,Arthur,Tiago Gouveia,Pedro Álvaro,Mor Ndiaye,Joãozinho,Loreintz Rosier,João Carlos,Gonçalo Esteves,João Oliveira,Volnei Feltes,Rodrigo Martins,Serginho,Elias Achouri,Titouan Thomas,Gilson Tavares,Tiago Araújo
2,seg,2022-08-15,15:30,Marítimo,1.0,2.4,Chaves,6827,Estádio dos Barreiros,Ricardo Baixinho,/pt/partidas/1300a182/Maritimo-Chaves-2022Agosto15-Primeira-Liga,1.0,2.0,4-3-3,4-1-4-1,12.0,11.0,3.0,6.0,16.0,17.0,457.0,537.0,19.0,10.0,9.0,5.0,11.0,12.0,2.0,1.0,13.0,6.0,78.0,66.0,1.0,0.0,0.0,1.0,0.0,0.0,João Miguel Macedo Silva,Cláudio Winck,Matheus Costa,Zainadine Júnior,André Vidigal,Stefano Beltrame,Diogo Mendes,Miguel Sousa,Xadas,Fábio China,Diederrick Joel,Matouš Trmal,Moises Castillo,Pablo Moreno,Jesús Ramírez,Edgar Costa,Zarzana,Luciano Vega,André Teles,Paulo Vítor Fagundes dos Anjos,Nélson Monte,Bruno Langa,Kevin Pina,João Mendes,João Teixeira,Batxi,Steven Vitória,Héctor,Bernardo Sousa,João Pedro Araújo Correia,Žiga Frelih,Habib sylla,Patrick,Sandro Cruz,Ricardo Guimarães,Jonathan Monroy,João Queirós,Hélder Morim
2,seg,2022-08-15,18:00,Arouca,0.8,1.0,Gil Vicente FC,1759,Estádio Municipal de Arouca,Nuno Almeida,/pt/partidas/05c4e284/Arouca-Gil-Vicente-FC-2022Agosto15-Primeira-Liga,1.0,0.0,4-2-3-1,4-3-3,22.0,18.0,4.0,4.0,9.0,27.0,516.0,664.0,22.0,14.0,7.0,12.0,27.0,11.0,2.0,1.0,15.0,5.0,84.0,74.0,4.0,0.0,0.0,2.0,0.0,0.0,Ignacio De Arruabarrena,Jerome Opoku,André Bukia,Arsénio Martins Lafuente Nunes,Alan Ruiz,João Othavio Basso,Oriol Busquets,Rafa Mújica,Bogdan Milovanov,Ismaila Soro,Tiago Esgaio,Emilijus Zubas,João Valido,Morlaye Sylla,Bruninho,Antony,Moses Yaw,Mustafa Kizza,Vitinho,Andrew,Lucas Cunha,Fran Navarro,Kanya Fujimoto,Kevin Villodres,Juan Manuel Boselli,Vitor Carvalho,Pedro Tiba,Rúben Fernandes,Henrique Gomes,Danilo Veiga,Brian Araújo,Giorgi Aburjania,Boubacar Hanne,Carraça,Mizuki Arai,Ali Alipour,Matheus Bueno,Tomás Araújo
2,seg,2022-08-15,20:30,Paços,0.5,1.0,Portimonense,2661,Estádio da Capital do Móvel,João Pinheiro,/pt/partidas/b0309516/Pacos-de-Ferreira-Portimonense-2022Agosto15-Primeira-Liga,0.0,3.0,4-2-3-1,4-2-3-1,12.0,15.0,2.0,7.0,16.0,17.0,557.0,596.0,19.0,20.0,7.0,10.0,14.0,24.0,0.0,3.0,14.0,5.0,67.0,64.0,3.0,1.0,0.0,5.0,0.0,0.0,Jordi Almeida,Nuno Lima,Pedro Ganchas,Vitorino Antunes,Jordan Holsgrove,Nigel Thomas,Nicolás Gaitán,Arthur Sales,Juan Delgado,Matchoi Djaló,Rui Pires,Jeimes,José Oliveira,Abbas Ibrahim,Zé Uilton,Philippe Koffi,Luís Alves,Fernando Ferreira Fonseca,Flávio Ramos,Samuel Portugal,Willyan,Anderson,Moustapha Seck,Fahd Moufi,Pedro Sá,Filipe Relvas,Lamine Diaby,Paulo Estrela Moreira,Welinton Júnior,Yago Cariello,Kosuke Nakamura,Zié Mohamed Ouattara,Henrique Jocú,Ewerton,Kim Yonghak,Ricardo Matos,Luquinha,Rui Gomes
3,sex,2022-08-19,20:15,Estoril,1.0,0.7,Rio Ave,1742,Estádio António Coimbra da Mota,Vítor Ferreira,/pt/partidas/f964f539/Estoril-Rio-Ave-2022Agosto19-Primeira-Liga,2.0,2.0,4-2-3-1,3-4-3,21.0,13.0,1.0,5.0,8.0,18.0,510.0,653.0,20.0,11.0,12.0,9.0,24.0,10.0,2.0,1.0,10.0,5.0,67.0,79.0,4.0,0.0,0.0,3.0,1.0,0.0,Daniel Leite,Bernardo Vital,Rodrigo Martins,Francisco Geraldes,Arthur,Tiago Gouveia,Pedro Álvaro,Joãozinho,Loreintz Rosier,Tiago santos,James Lea Siliki,Pedro José Moreira Silva,Volnei Feltes,Serginho,Elias Achouri,Titouan Thomas,Mor Ndiaye,Gilson Tavares,João Carlos,Jhonatan,Miguel Nóbrega,Gonçalo Rodrigues,Vítor Gomes,Joca,Abdul-Aziz Yakubu,Costinha,Pedro Amaral,Aderlan Santos,Renato Pantalon,Fábio Conceição,Magrão,Patrick,Leonardo Ruíz,Amine Oudrhiri,João Ferreira,Ukra,João Graça,Hernâni Fortes
3,sáb,2022-08-20,14:30,Santa Clara,1.4,1.3,Arouca,1172,Estádio de São Miguel,Hélder Carvalho,/pt/partidas/f4885bd6/Santa-Clara-Arouca-2022Agosto20-Primeira-Liga,1.0,2.0,4-2-3-1,4-2-3-1,19.0,21.0,4.0,2.0,19.0,7.0,545.0,552.0,12.0,24.0,9.0,6.0,10.0,30.0,2.0,0.0,5.0,9.0,93.0,84.0,2.0,0.0,0.0,3.0,0.0,0.0,Marco André Rocha Pereira,Kennedy Boateng,Allano,Anderson Carvalho,Kyosuke Tagawa,Ricardinho,Paulo Henrique Rodrigues Cabral,Rildo,Paulo Godinho,Victor Bobsin,Pierre Sagna,Ricardo Fernandes,Xavi Quintillà,João Afonso,Diogo Calila,Adriano,Andrezinho,Pedro Bicalho,Gabriel Vieira,Ignacio De Arruabarrena,Jerome Opoku,André Bukia,Arsénio Martins Lafuente Nunes,Alan Ruiz,João Othavio Basso,Oriol Busquets,Rafa Mújica,Bogdan Milovanov,Ismaila Soro,Tiago Esgaio,Emilijus Zubas,Morlaye Sylla,David Simão,Quaresma,Bruninho,Moses Yaw,Pedro Manuel da Silva Moreira,Vitinho
3,sáb,2022-08-20,18:00,Chaves,0.6,1.0,Vizela,5489,Estádio Municipal Eng. Manuel Branco Tei...,Rui Costa,/pt/partidas/3c9704c1/Chaves-Vizela-2022Agosto20-Primeira-Liga,1.0,1.0,4-3-3,4-3-3,8.0,19.0,5.0,4.0,27.0,22.0,560.0,601.0,7.0,26.0,13.0,14.0,24.0,23.0,0.0,0.0,10.0,13.0,66.0,70.0,5.0,0.0,1.0,5.0,1.0,0.0,Paulo Vítor Fagundes dos Anjos,Nélson Monte,Bruno Langa,Kevin Pina,João Mendes,João Teixeira,Batxi,Steven Vitória,Héctor,Bernardo Sousa,João Pedro Araújo Correia,Gonçalo Filipe,Habib sylla,Patrick,Euller,Juninho,Ricardo Guimarães,Jonathan Monroy,João Queirós,Fabijan Buntić,Bruno Wilson,Anderson Jesus,Raphael Guzzo,Kiko Bondoso,Diego Rosa,Samu,Kévin Zohi,Christian Neiva Afonso,Nuno Gonçalo Moreira,Tomás Costa Silva,Luiz Felipe,Ivanildo Fernandes,Claudemir de Souza,Carlos Isaac,Alexis Méndez,Osama Rashid,Andrés Sarmiento,Alejandro Alvarado Jr.
3,sáb,2022-08-20,20:30,Porto,3.0,0.8,Sporting CP,49430,Estádio Do Dragão,Nuno Almeida,/pt/partidas/708f2bdf/Porto-Sporting-CP-2022Agosto20-Primeira-Liga,3.0,0.0,4-3-1-2,3-4-3,23.0,11.0,3.0,4.0,11.0,15.0,449.0,626.0,23.0,17.0,7.0,3.0,17.0,19.0,1.0,0.0,3.0,4.0,68.0,49.0,1.0,0.0,0.0,4.0,1.0,0.0,Diogo Costa,Pepe,Iván Marcano,Mateus Uribe,Mehdi Taremi,Pepê,Zaidu Sanusi,João Mário Lopes,Otávio,Bruno Xavier Almeida Costa,Evanilson,Cláudio Ramos,David Carmo,Gabriel Veron,Galeno,Danny Loader,André Franco,Wendell,Toni Martínez,Antonio Adán,Matheus Reis,Sebastián Coates,Hidemasa Morita,Marcus Edwards,Luís Neto,Manuel Ugarte Ribeiro,Francisco Trincão,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,Franco Israel,Jerry St. Juste,Nuno Santos,Rochinha,Abdul Fatawu Issahaku,Ricardo Esgaio,Flávio Nazinho,Mateus Fernandes
3,dom,2022-08-21,15:30,Casa Pia,1.4,0.8,Boavista,1136,Estádio Pina Manique,Pierre Gaillouste,/pt/partidas/342bd810/Casa-Pia-Boavista-2022Agosto21-Primeira-Liga,2.0,0.0,3-4-3,3-4-3,11.0,13.0,2.0,2.0,16.0,12.0,552.0,697.0,22.0,15.0,14.0,4.0,12.0,10.0,4.0,0.0,8.0,8.0,59.0,73.0,1.0,0.0,0.0,3.0,0.0,0.0,Ricardo Batista,João Nunes,Leonardo Lelo,Saviour Godwin,Neto,Rafael Martins,Vasco Fernandes,Takahiro Kunimoto,Nermin Zolotić,Afonso Taira,Lucas Soares,Lucas Paes,Eduardo Fereira,Derick,Diogo Pinto,Fernando Varela,Cuca,Anderson,Yan Brice Eteki,Rafael Bracalli,Reggie Cannon,Kenji Gorré,Róbert Boženík,Filipe Ferreira,Salvador Agra,Vincent Sasso,Sebastián Pérez Cardona,Rodrigo Abascal,Gaius Makouta,Pedro Malheiro,César,Bruno Lourenço,Masaki Watai,Joel silva,Ilija Vukotić,Júlio Dabo,Martim Tavares,Pedro gomes
3,dom,2022-08-21,18:00,Braga,1.8,0.3,Marítimo,12358,Estádio Municipal de Braga,António Nobre,/pt/partidas/c21f62e9/Braga-Maritimo-2022Agosto21-Primeira-Liga,5.0,0.0,4-4-2,4-4-2,16.0,6.0,5.0,5.0,19.0,16.0,678.0,472.0,17.0,12.0,15.0,12.0,12.0,10.0,2.0,4.0,7.0,6.0,78.0,66.0,3.0,0.0,0.0,1.0,0.0,0.0,Matheus,Vítor Tormena,Sikou Niakaté,Nuno Sequeira,Almoatasem Al Musrati,André Horta,Ricardo Horta,Simon Banza,Iuri Medeiros,Fabiano,Vitinha,Tiago Sá,Rodrigo Gomes,Abel Ruiz,Álvaro djaló,Paulo Oliveira,Diego Lainez,Jean Gorby,Dinis Pinto,João Miguel Macedo Silva,Cláudio Winck,Matheus Costa,André Vidigal,Stefano Beltrame,Edgar Costa,Diogo Mendes,Miguel Sousa,Léo Andrade,Vitor Costa,Diederrick Joel,Matouš Trmal,Zainadine Júnior,Pablo Moreno,Jesús Ramírez,Zarzana,Xadas,Luciano Vega,André Teles
3,dom,2022-08-21,20:30,Portimonense,1.9,1.1,Vitória,3032,Estádio do Portimonense SC,Ricardo Baixinho,/pt/partidas/a3bc086c/Portimonense-Vitoria-Guimaraes-2022Agosto21-Primeira-Liga,2.0,1.0,3-5-2,4-2-3-1,18.0,16.0,6.0,11.0,16.0,26.0,445.0,508.0,31.0,16.0,8.0,12.0,25.0,15.0,4.0,1.0,11.0,9.0,85.0,69.0,5.0,0.0,0.0,3.0,0.0,0.0,Samuel Portugal,Willyan,Moustapha Seck,Fahd Moufi,Pedro Sá,Filipe Relvas,Lamine Diaby,Paulo Estrela Moreira,Pedrão,Welinton Júnior,Yago Cariello,Kosuke Nakamura,Zié Mohamed Ouattara,Henrique Jocú,Ewerton,Ricardo Matos,Gonçalo Costa,Luquinha,Kim Yonghak,Bruno Varela,Maga,Mikel Villanueva,Helder Sá,Rúben Lameiras,Tiago Silva,Jota Silva,André Amaro,Ibrahima Bamba,Anderson,Domingos André Ribeiro Almeida,Celton Anssumane Biai,Nelson,Índio,Ryoya Ogawa,Antonio Cortés,Bruno Gaspar,Daniel Bandeira,Mamadou Tounkara
3,seg,2022-08-22,20:15,Gil Vicente FC,1.1,0.6,Famalicão,4245,Estádio Cidade de Barcelos,Cláudio Ruivo Pereira,/pt/partidas/e6b0a1d5/Gil-Vicente-FC-Famalicao-2022Agosto22-Primeira-Liga,0.0,0.0,4-3-3,4-2-3-1,12.0,13.0,8.0,4.0,28.0,21.0,666.0,543.0,17.0,21.0,12.0,12.0,23.0,27.0,2.0,2.0,13.0,9.0,68.0,75.0,1.0,0.0,0.0,5.0,0.0,0.0,Andrew,Lucas Cunha,Giorgi Aburjania,Fran Navarro,Kanya Fujimoto,Kevin Villodres,Adrián Marín,Juan Manuel Boselli,Vitor Carvalho,Rúben Fernandes,Danilo Veiga,Brian Araújo,Carraça,Mizuki Arai,Pedro Tiba,Ali Alipour,Henrique Gomes,Matheus Bueno,Tomás Araújo,Luiz Lúcio Reis Júnior,Enea Mihaj,Rúben Lima,Alexandre Penetra,Ivo Rodrigues,Álex Millán,Pedro Brazão,Junior Kadile,Hernán De La Fuente,Zaydou Youssouf,Santiago Colombatto,Dalberson,Owen Beck,André Simões,Rui Fonte,Gustavo sá,Dylan Batubinsika,Jhonder Cádiz,Heriberto Tavares
4,sex,2022-08-26,20:15,Paços,0.7,2.1,Estoril,2469,Estádio da Capital do Móvel,Carlos Macedo,/pt/partidas/25127985/Pacos-de-Ferreira-Estoril-2022Agosto26-Primeira-Liga,0.0,3.0,4-2-3-1,4-1-4-1,13.0,21.0,4.0,5.0,18.0,14.0,531.0,565.0,13.0,21.0,9.0,7.0,11.0,15.0,3.0,3.0,4.0,7.0,64.0,67.0,3.0,1.0,1.0,0.0,0.0,0.0,José Oliveira,Nuno Lima,Vitorino Antunes,Nigel Thomas,Kayky Chagas,Juan Delgado,Matchoi Djaló,Philippe Koffi,Rui Pires,Fernando Ferreira Fonseca,Flávio Ramos,Jeimes,Jordan Holsgrove,Abbas Ibrahim,Arthur Sales,Adrián Butzke,Luís Alves,Erick Ferigra,João Vigário,Daniel Leite,Bernardo Vital,Francisco Geraldes,Arthur,Tiago Gouveia,Pedro Álvaro,Mor Ndiaye,Joãozinho,Loreintz Rosier,João Carlos,Tiago santos,Pedro José Moreira Silva,Volnei Feltes,Rodrigo Martins,Serginho,Elias Achouri,João Carvalho,Gilson Tavares,Tiago Araújo
4,sáb,2022-08-27,15:30,Marítimo,0.9,1.3,Portimonense,4785,Estádio dos Barreiros,Manuel Mota,/pt/partidas/697f0a5c/Maritimo-Portimonense-2022Agosto27-Primeira-Liga,0.0,1.0,4-2-3-1,4-3-3,12.0,16.0,6.0,7.0,33.0,17.0,574.0,511.0,18.0,15.0,11.0,16.0,17.0,26.0,0.0,2.0,5.0,9.0,88.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,Matouš Trmal,Cláudio Winck,Matheus Costa,Zainadine Júnior,André Vidigal,Pablo Moreno,Stefano Beltrame,Diogo Mendes,Zarzana,Léo Andrade,Diederrick Joel,João Miguel Macedo Silva,Moises Castillo,Jesús Ramírez,Edgar Costa,Miguel Sousa,João Afonso Crispim,Xadas,Luciano Vega,Samuel Portugal,Willyan,Ewerton,Moustapha Seck,Fahd Moufi,Luquinha,Pedro Sá,Filipe Relvas,Pedrão,Welinton Júnior,Yago Cariello,Kosuke Nakamura,Zié Mohamed Ouattara,Henrique Jocú,Gonçalo Costa,Gustavo Klismahn,Kim Yonghak,Bryan Róchez,Paulo Estrela Moreira
4,sáb,2022-08-27,18:00,Boavista,0.1,2.9,Benfica,10939,Estádio do Bessa Século XXI,João Pinheiro,/pt/partidas/d7ae7e2e/Boavista-Benfica-2022Agosto27-Primeira-Liga,0.0,3.0,3-5-2,4-2-3-1,12.0,14.0,7.0,8.0,20.0,17.0,483.0,673.0,18.0,25.0,11.0,19.0,17.0,22.0,0.0,6.0,6.0,6.0,60.0,66.0,4.0,0.0,0.0,2.0,0.0,0.0,César,Reggie Cannon,Kenji Gorré,Bruno Lourenço,Salvador Agra,Vincent Sasso,Sebastián Pérez Cardona,Rodrigo Abascal,Gaius Makouta,Bruno Onyemaechi,Pedro Malheiro,João Gonçalves,Robson,Róbert Boženík,Masaki Watai,Joel silva,Ilija Vukotić,Ricardo Mangas,Filipe Ferreira,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,David Neres,Enzo Fernández,João Mário,Rafa Silva,Florentino Luís,António Silva,Gonçalo Ramos,Morato,Helton Leite,Jan Vertonghen,Alexander Bah,Fredrik Aursnes,Diogo Gonçalves,Chiquinho,Mihailo Ristić,Petar Musa
4,sáb,2022-08-27,20:30,Sporting CP,1.7,0.6,Chaves,31408,Estádio José Alvalade,André Narciso,/pt/partidas/f7112ef2/Sporting-CP-Chaves-2022Agosto27-Primeira-Liga,0.0,2.0,3-4-3,4-3-3,18.0,16.0,13.0,3.0,46.0,8.0,756.0,403.0,20.0,13.0,13.0,12.0,7.0,52.0,0.0,3.0,4.0,9.0,59.0,65.0,5.0,0.0,0.0,2.0,1.0,0.0,Antonio Adán,Sebastián Coates,Marcus Edwards,Nuno Santos,Luís Neto,Manuel Ugarte Ribeiro,Rochinha,Francisco Trincão,Gonçalo Inácio,Pedro Gonçalves,Ricardo Esgaio,Franco Israel,André Paulo,Matheus Reis,Jerry St. Juste,Hidemasa Morita,Abdul Fatawu Issahaku,Flávio Nazinho,Mateus Fernandes,Paulo Vítor Fagundes dos Anjos,Nélson Monte,Bruno Langa,Kevin Pina,João Mendes,Batxi,Steven Vitória,Ricardo Guimarães,Héctor,Bernardo Sousa,João Pedro Araújo Correia,Gonçalo Filipe,Patrick,Euller,Juninho,Jonathan Monroy,Nwankwo Obiora,João Queirós,Hélder Morim
4,dom,2022-08-28,15:30,Famalicão,1.5,0.9,Santa Clara,3636,Estádio Municipal 22 de Junho,Fábio Veríssimo,/pt/partidas/20f60ca0/Famalicao-Santa-Clara-2022Agosto28-Primeira-Liga,1.0,0.0,4-4-2,4-3-3,23.0,10.0,6.0,4.0,22.0,15.0,524.0,516.0,25.0,24.0,15.0,7.0,21.0,19.0,1.0,0.0,12.0,12.0,71.0,88.0,3.0,1.0,0.0,3.0,0.0,0.0,Luiz Lúcio Reis Júnior,Enea Mihaj,Rúben Lima,Ivo Rodrigues,Álex Millán,Pedro Brazão,Junior Kadile,Riccieli,Hernán De La Fuente,Zaydou Youssouf,Santiago Colombatto,Dalberson,Alexandre Penetra,André Simões,Rui Fonte,Gustavo sá,Pelé,Moura,Heriberto Tavares,Marco André Rocha Pereira,Kennedy Boateng,Allano,Anderson Carvalho,Kyosuke Tagawa,Ricardinho,Diogo Calila,Paulo Henrique Rodrigues Cabral,Rildo,Paulo Godinho,Victor Bobsin,Gabriel Batista,Xavi Quintillà,Cristian González,Bruno Messi,Adriano,Andrezinho,Matheus Babi,Gabriel Vieira
4,dom,2022-08-28,18:00,Arouca,0.8,2.6,Braga,2348,Estádio Municipal de Arouca,Gustavo Correia,/pt/partidas/486edab7/Arouca-Braga-2022Agosto28-Primeira-Liga,0.0,6.0,4-2-3-1,4-4-2,18.0,13.0,5.0,4.0,16.0,13.0,543.0,646.0,14.0,15.0,7.0,7.0,14.0,14.0,2.0,4.0,6.0,9.0,68.0,76.0,3.0,0.0,0.0,3.0,0.0,0.0,Ignacio De Arruabarrena,David Simão,Quaresma,André Bukia,Arsénio Martins Lafuente Nunes,Alan Ruiz,João Othavio Basso,Oriol Busquets,Rafa Mújica,Bogdan Milovanov,Rafael Fernandes,Emilijus Zubas,Morlaye Sylla,Bruninho,Antony,Moses Yaw,Pedro Manuel da Silva Moreira,Ismaila Soro,Vitinho,Matheus,Vítor Tormena,Sikou Niakaté,Nuno Sequeira,Almoatasem Al Musrati,André Horta,Ricardo Horta,Simon Banza,Iuri Medeiros,Fabiano,Vitinha,Tiago Sá,Rodrigo Gomes,Abel Ruiz,Álvaro djaló,Paulo Oliveira,Diego Lainez,Jean Gorby,Dinis Pinto
4,dom,2022-08-28,20:30,Rio Ave,0.7,2.3,Porto,3980,Estádio do Rio Ave Futebol Clube,Tiago Martins,/pt/partidas/813055dd/Rio-Ave-Porto-2022Agosto28-Primeira-Liga,3.0,1.0,3-4-3,4-3-1-2,11.0,8.0,2.0,7.0,11.0,37.0,420.0,756.0,10.0,17.0,12.0,10.0,41.0,5.0,0.0,3.0,18.0,4.0,80.0,85.0,1.0,0.0,0.0,3.0,0.0,0.0,Jhonatan,Miguel Nóbrega,Gonçalo Rodrigues,Amine Oudrhiri,Joca,Abdul-Aziz Yakubu,Costinha,Pedro Amaral,Aderlan Santos,Renato Pantalon,Fábio Conceição,Magrão,Patrick,Vítor Gomes,Leonardo Ruíz,Ukra,João Graça,Emmanuel Boateng,Hernâni Fortes,Diogo Costa,Pepe,Iván Marcano,Mateus Uribe,Mehdi Taremi,Pepê,Zaidu Sanusi,João Mário Lopes,Otávio,Bruno Xavier Almeida Costa,Evanilson,Cláudio Ramos,David Carmo,Gabriel Veron,Galeno,Danny Loader,André Franco,Wendell,Toni Martínez
